"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"18002",18002,1,6,2,1,"IMAGE:684824","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","D",18,1653,0,"U","U",1.54658333333333,0.154571428571429,4.53986552149295,0.000396157346558925,0.00663159329845947,-0.282251141158214,1.54658333333333
"24255",24255,3,7,15,29,"","J4R_1269_a","Variola virus","ss_oligo","DNA","Experimental","","","","N",7,31181,0,"U","U",4.92941666666667,-0.828142857142857,4.53965338667424,0.000396324014560237,0.00663159329845947,-0.28267609600195,4.92941666666667
"71",71,1,1,11,3,"IMAGE:700624","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",1,661,0,"U","U",-0.772833333333333,0.893785714285714,-4.53955406712679,0.000396402071688459,0.00663159329845947,-0.282875057117273,-0.772833333333333
"36605",36605,1,11,5,21,"IMAGE:1251562","","Homo sapiens","cDNA_clone","DNA","Experimental","BANK1","gene","DNA","L",11,12930,0,"U","U",0.522166666666667,-0.167214285714286,4.53853915546074,0.000397200614717472,0.00664181660277687,-0.284908215395448,0.522166666666667
"35932",35932,4,10,22,28,"","F9R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","M",22,30348,0,"U","U",4.69208333333333,-0.752357142857143,4.53740267770104,0.000398096766039074,0.00665113835588502,-0.287185001099935,4.69208333333333
"17928",17928,4,5,18,28,"","A29L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",17,30159,0,"U","U",6.23583333333333,-1.698,4.53735614331038,0.000398133504158048,0.00665113835588502,-0.287278228867549,6.23583333333333
"15391",15391,2,5,1,4,"IMAGE:2020605","","Homo sapiens","cDNA_clone","DNA","Experimental","11066","gene","DNA","G",5,22215,0,"U","U",1.20329166666667,0.274571428571429,4.53598992330973,0.000399213663283867,0.00666333393807365,-0.29001541209594,1.20329166666667
"13305",13305,3,4,15,24,"IMAGE:2568272","","Homo sapiens","cDNA_clone","DNA","Experimental","SMC1 structural maintenance of chromosomes 1-like 1 (yeast)","gene","DNA","B",4,542470,0,"U","U",-1.04041666666667,1.99935714285714,-4.53595712144928,0.000399239633972014,0.00666333393807365,-0.29008113149196,-1.04041666666667
"403",403,1,1,13,14,"IMAGE:1289545","","Homo sapiens","cDNA_clone","DNA","Experimental","NUP153","gene","DNA","H",1,21157,0,"U","U",-0.801625,-0.424428571428571,-4.53559352488149,0.00039952762561054,0.00666500111029108,-0.290809612474935,-0.801625
"33212",33212,1,10,2,28,"","A49L_40_a","Variola virus","ss_oligo","DNA","Experimental","","","","H",22,31052,0,"U","U",3.19758333333333,-1.19535714285714,4.53433803801878,0.000400523690532029,0.00667847337723359,-0.293325112470157,3.19758333333333
"29599",29599,1,9,19,27,"VACWR184","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","P",9,30787,0,"U","U",5.647125,-1.07642857142857,4.53305154583739,0.000401546996805048,0.00669238698861395,-0.295902862457273,5.647125
"32452",32452,1,10,22,2,"IMAGE:1356371","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","H",22,14735,0,"U","U",0.793875,-0.549642857142857,4.53242738155401,0.000402044437639207,0.00669752729613071,-0.29715354962405,0.793875
"13592",13592,4,4,2,4,"IMAGE:2072672","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.518513","gene","DNA","E",16,22496,0,"U","U",1.47983333333333,-0.361785714285714,4.53139865357181,0.000402865683883806,0.00670805440651077,-0.299214959156632,1.47983333333333
"32332",32332,4,9,22,28,"","A32L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","M",21,30347,0,"U","U",3.865,-0.243571428571429,4.52768897399447,0.000405841484491832,0.00675164479740632,-0.306649258310805,3.865
"10362",10362,4,3,12,16,"IMAGE:511719","","Homo sapiens","cDNA_clone","DNA","Experimental","ZKSCAN1","gene","DNA","I",15,527992,0,"U","U",0.791916666666667,-0.0693571428571429,4.52766016038927,0.000405864685984124,0.00675164479740632,-0.306707005741687,0.791916666666667
"28750",28750,4,8,10,29,"","C5L_62_a","Variola virus","ss_oligo","DNA","Experimental","","","","A",20,30882,0,"U","U",1.28675,-1.28678571428571,4.52714573418253,0.000406279144888489,0.00675536787462873,-0.30773801534886,1.28675
"36386",36386,1,11,26,13,"IMAGE:812126","","Homo sapiens","cDNA_clone","DNA","Experimental","Glycophorin B (MNS blood group)","gene","DNA","D",23,501080,0,"U","U",0.997291666666666,-2.28221428571429,4.52679596132864,0.000406561195057318,0.00675688687826733,-0.3084390395008,0.997291666666666
"33679",33679,2,10,19,13,"IMAGE:1341073","","Homo sapiens","cDNA_clone","DNA","Experimental","55636","gene","DNA","G",10,14057,0,"U","U",1.73020833333333,-0.611357142857143,4.52650155038023,0.000406798758101623,0.00675766544576408,-0.309029113176962,1.73020833333333
"8909",8909,2,3,29,27,"","A20L_29_a","Variola virus","ss_oligo","DNA","Experimental","","","","C",3,30913,0,"U","U",4.12958333333333,0.0340714285714285,4.52587730212945,0.000407302941155033,0.00676173148209481,-0.310280286056432,4.12958333333333
"18925",18925,2,6,25,1,"","EMPTY","Not Applicable","unknown_sequence","unknown_polymer","Control","","","","C",6,17967,0,"U","U",2.25191666666667,-0.404142857142857,4.5257260620582,0.00040742518878651,0.00676173148209481,-0.310583419157035,2.25191666666667
"5201",5201,2,2,11,24,"IMAGE:772304","","Homo sapiens","cDNA_clone","DNA","Experimental","Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5","gene","DNA","K",2,509277,0,"U","U",-0.833416666666667,-0.868428571428571,-4.52490152864887,0.000408092322827016,0.00676963261925546,-0.312236076892503,-0.833416666666667
"7454",7454,1,3,14,9,"IMAGE:1339108","","Homo sapiens","cDNA_clone","DNA","Experimental","RAD51L1","gene","DNA","L",15,13892,0,"U","U",1.77791666666667,0.102714285714286,4.52202405301263,0.000410429292809846,0.00680521344507781,-0.318003971161394,1.77791666666667
"18664",18664,1,6,4,23,"IMAGE:950607","","Homo sapiens","cDNA_clone","DNA","Experimental","6418","gene","DNA","P",18,501437,0,"U","U",-0.9655,0.114214285714286,-4.52022373154667,0.000411898417298465,0.00682637821334729,-0.321613036587615,-0.9655
"19700",19700,2,6,20,27,"VACWR150","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","O",18,30772,1,"U","U",3.852375,-1.09035714285714,4.51897928039305,0.000412917083859068,0.0068400612587089,-0.324107906586385,3.852375
"27325",27325,3,8,25,11,"IMAGE:824511","","Homo sapiens","cDNA_clone","DNA","Experimental","ZFP161","gene","DNA","J",8,20404,0,"U","U",0.695833333333333,-0.0797857142857143,4.51824100007472,0.000413522636374805,0.00684689139003199,-0.325588063832609,0.695833333333333
"14557",14557,1,5,7,6,"IMAGE:858854","","Homo sapiens","cDNA_clone","DNA","Experimental","Ubiquilin 1","gene","DNA","L",5,522239,0,"U","U",-0.552208333333333,0.323214285714286,-4.51681979060472,0.000414690906563108,0.00686302797396105,-0.328437524099309,-0.552208333333333
"11247",11247,1,4,27,15,"IMAGE:1285887","","Homo sapiens","cDNA_clone","DNA","Experimental","FLJ11021","gene","DNA","P",4,11126,0,"U","U",1.29391666666667,0.197785714285714,4.51540009577678,0.000415861311194156,0.00687918479903946,-0.331284102135474,1.29391666666667
"37827",37827,3,11,27,1,"IMAGE:124086","","Homo sapiens","cDNA_clone","DNA","Experimental","IL11RA","gene","DNA","F",11,26238,0,"U","U",0.737375,1.04114285714286,4.51393811329668,0.000417070118636152,0.00689331208916433,-0.334215630798018,0.737375
"717",717,1,1,27,24,"IMAGE:1306870","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.222282","gene","DNA","L",1,12445,0,"U","U",-0.937875,0.143428571428571,-4.51389668421515,0.000417104425794269,0.00689331208916433,-0.334298705679151,-0.937875
"37689",37689,2,11,9,27,"","C4L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","K",11,30291,0,"U","U",4.28804166666667,0.211857142857143,4.51329398027625,0.000417603848481377,0.00689834832785111,-0.335507281167536,4.28804166666667
"3614",3614,1,2,14,1,"IMAGE:1671507","","Homo sapiens","cDNA_clone","DNA","Experimental","PHIP","gene","DNA","L",14,20035,0,"U","U",-0.847333333333333,-0.325142857142857,-4.50964921331114,0.000420637131064322,0.00694023616880238,-0.342816561231286,-0.847333333333333
"20504",20504,3,6,14,24,"IMAGE:269381","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.591312","gene","DNA","N",18,510449,0,"U","U",-1.035875,1.80992857142857,-4.50952182531264,0.000420743554789931,0.00694023616880238,-0.343072045673669,-1.035875
"1321",1321,2,1,1,15,"IMAGE:1470278","","Homo sapiens","cDNA_clone","DNA","Experimental","10763","gene","DNA","K",1,525405,0,"U","U",-0.761208333333334,-0.935357142857143,-4.50942977168176,0.000420820476316707,0.00694023616880238,-0.343256665643341,-0.761208333333334
"6544",6544,4,2,4,9,"IMAGE:141495","","Homo sapiens","cDNA_clone","DNA","Experimental","Sulfotransferase family, cytosolic, 2B, member 1","gene","DNA","E",14,508863,0,"U","U",1.86045833333333,-0.428285714285714,4.50930700940048,0.000420923080934618,0.00694023616880238,-0.343502874953513,1.86045833333333
"30499",30499,2,9,19,27,"VACWR097","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","O",9,30763,0,"U","U",3.06320833333333,-0.476071428571429,4.50729253450719,0.000422610446392979,0.00696481671955461,-0.347543224737782,3.06320833333333
"2844",2844,4,1,24,5,"","LCP:97","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.193717","gene","DNA","M",13,4111,0,"U","U",-0.799833333333334,-0.159285714285714,-4.50702804532346,0.000422832502459799,0.00696523666185869,-0.348073722744227,-0.799833333333334
"41426",41426,3,12,26,1,"IMAGE:2027531","","Homo sapiens","cDNA_clone","DNA","Experimental","STX16","gene","DNA","B",24,22380,0,"U","U",0.878,0.205285714285714,4.50657944714807,0.000423209403701194,0.0069682057627065,-0.348973508676433,0.878
"28727",28727,4,8,17,28,"","L1R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",8,30150,0,"U","U",6.01375,-1.37692857142857,4.50472523215458,0.000424770927954326,0.00699066804003977,-0.352692804123507,6.01375
"16816",16816,3,5,16,21,"IMAGE:321386","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.291030","gene","DNA","N",17,26001,0,"U","U",1.21908333333333,-0.00228571428571429,4.50285021926961,0.000426355974807902,0.00701057661862201,-0.356454081803435,1.21908333333333
"22745",22745,2,7,5,9,"IMAGE:268188","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.190341","gene","DNA","K",7,508800,0,"U","U",-0.882125,0.624071428571429,-4.50282618309564,0.000426376333167681,0.00701057661862201,-0.35650230011677,-0.882125
"20587",20587,3,6,7,27,"","A31L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","F",6,30171,0,"U","U",5.702,-0.573785714285714,4.5015025980126,0.000427498934244487,0.00702577446061452,-0.35915757539345,5.702
"32431",32431,1,10,1,2,"IMAGE:2072343","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",10,22457,0,"U","U",0.870541666666666,-0.469285714285714,4.50119373606909,0.00042776133184672,0.00702682766403562,-0.359777209648273,0.870541666666666
"7514",7514,1,3,14,11,"IMAGE:1873947","","Homo sapiens","cDNA_clone","DNA","Experimental","SPI1","gene","DNA","D",15,531412,0,"U","U",-0.774333333333333,-0.504857142857143,-4.50037760504055,0.000428455481272295,0.0070346587075302,-0.361414554229923,-0.774333333333333
