ID,logFC,common,gene_id,gene_name,gene_name_old
12529,6.781958333,,,,
36403,1.857125,,,,
35930,7.698958333,,,,
32330,6.736833333,,,,
16994,5.905875,,,,
17952,6.799833333,,,,
7267,2.306833333,,,,
6185,6.133458333,,,,
35890,7.607208333,,,,
16453,1.410041667,,,,
26037,7.424375,,,,
43135,5.665333333,,,,
34090,7.213458333,,,,
14322,7.317166667,,,,
38614,6.183666667,,,,
9833,7.079791667,,,,
12489,6.851458333,,,,
10242,-1.370958333,,,,
26000,7.59325,,,,
39490,4.96025,,,,
23468,1.972416667,,,,
14359,3.853125,,,,
30509,7.029625,,,,
22385,7.16025,,,,
19143,1.82075,,,,
7113,6.243375,,,,
35024,3.977833333,,,,
33226,6.716666667,,,,
32290,6.674416667,,,,
21491,5.266875,,,,
13445,7.113875,,,,
36854,7.303125,,,,
23301,6.090375,,,,
20641,6.39425,,,,
19692,4.701,,,,
38631,5.563083333,,,,
29630,7.681666667,,,,
23464,1.484583333,,,,
22431,5.533208333,,,,
29615,2.7585,,,,
3526,6.398708333,,,,
35030,6.558958333,,,,
7160,7.924458333,,,,
6226,6.459833333,,,,
34990,6.470875,,,,
9793,6.8345,,,,
43131,5.551875,,,,
39511,6.173958333,,,,
834,7.514916667,,,,
8561,1.888791667,,,,
21668,1.976666667,,,,
19726,5.253916667,,,,
27011,1.98575,,,,
6198,6.314166667,,,,
26931,6.140333333,,,,
8028,5.974333333,,,,
17478,1.303791667,,,,
10755,6.414083333,,,,
36814,6.994666667,,,,
17039,7.608458333,,,,
35039,7.998916667,,,,
3486,6.352208333,,,,
7099,6.728875,,,,
10716,6.092916667,,,,
37725,6.744083333,,,,
20637,6.967083333,,,,
40395,4.911583333,,,,
35918,6.356833333,,,,
31390,7.784833333,,,,
35958,6.55775,,,,
32339,6.861333333,,,,
29590,7.145333333,,,,
24454,1.291041667,,,,
38595,5.760583333,,,,
10828,2.251083333,,,,
40391,5.267,,,,
38589,3.886166667,,,,
18815,7.065708333,,,,
26035,7.323458333,,,,
21779,2.959541667,,,,
22432,6.696083333,,,,
21510,4.214791667,,,,
7988,6.071416667,,,,
25131,5.982416667,,,,
26041,5.729875,,,,
852,5.12775,,,,
15258,2.948458333,,,,
28694,6.901291667,,,,
36066,1.346458333,,,,
15239,7.132166667,,,,
30495,6.277958333,,,,
26932,6.965,,,,
28760,6.865291667,,,,
4683,1.977416667,,,,
17956,4.59975,,,,
5726,2.27575,,,,
11655,7.194416667,,,,
6245,5.170833333,,,,
25995,7.084125,,,,
21550,3.807166667,,,,
16127,3.732958333,,,,
15256,7.763541667,,,,
23466,1.65625,,,,
39539,3.020666667,,,,
5313,6.145791667,,,,
14354,3.965416667,,,,
1687,6.410791667,,,,
32353,4.808916667,,,,
23467,2.551666667,,,,
18860,2.837583333,,,,
36006,1.089916667,,,,
4426,8.497833333,,,,
21531,5.158,,,,
36027,1.478,,,,
19716,7.399083333,,,,
34225,1.327666667,,,,
40435,5.076,,,,
8885,5.83,,,,
36249,1.445541667,,,,
2597,7.052,,,,
8934,6.523583333,,,,
34999,7.285875,,,,
31437,5.9105,,,,
31420,6.744083333,,,,
35053,4.482166667,,,,
26892,6.691,,,,
563,-1.000375,,,,
21495,5.520625,,,,
23471,1.905625,,,,
38635,6.089291667,,,,
35939,5.359375,,,,
17035,5.503333333,,,,
19686,5.425625,,,,
21555,4.555666667,,,,
38055,0.760041667,,,,
839,7.392708333,,,,
27791,5.707,,,,
12654,1.745583333,,,,
35064,4.024875,,,,
36236,1.566875,,,,
16478,1.367583333,,,,
36221,1.725625,,,,
23653,1.142041667,,,,
853,7.2355,,,,
13416,4.809291667,,,,
13452,5.870666667,,,,
1727,6.353666667,,,,
23337,7.003,,,,
29592,6.59625,,,,
9071,1.410875,,,,
12277,1.680541667,,,,
19689,5.801583333,,,,
1870,1.687291667,,,,
16115,6.438708333,,,,
15229,6.129458333,,,,
25997,6.622166667,,,,
17031,4.95925,,,,
28691,4.991708333,,,,
15189,6.147541667,,,,
13401,5.1795,,,,
16133,4.305,,,,
31430,7.386958333,,,,
36067,1.831083333,,,,
36093,2.25825,,,,
5353,5.952666667,,,,
14314,3.444416667,,,,
27845,3.970041667,,,,
31397,5.782958333,,,,
11620,2.667583333,,,,
8894,6.229708333,,,,
493,-0.921333333,,,,
11945,2.397916667,,,,
38054,1.09375,,,,
21529,6.019333333,,,,
9818,6.208791667,,,,
10741,6.038875,,,,
20640,5.86525,,,,
31460,6.426458333,,,,
18820,3.206,,,,
15383,2.266375,,,,
35897,6.112958333,,,,
30628,1.509875,,,,
9815,5.425958333,,,,
36820,3.388125,,,,
35937,5.579416667,,,,
4427,5.202083333,,,,
18851,6.187,,,,
23652,0.996541667,,,,
26886,3.946583333,,,,
21489,6.073666667,,,,
7229,1.459916667,,,,
34092,6.153833333,,,,
15386,2.1805,,,,
22452,7.298041667,,,,
12560,7.160208333,,,,
11585,6.006416667,,,,
32300,4.797416667,,,,
15216,7.0035,,,,
33186,6.327041667,,,,
16995,5.003291667,,,,
38615,5.705708333,,,,
10752,5.637041667,,,,
23656,1.209125,,,,
19729,5.723583333,,,,
8915,6.155541667,,,,
15199,6.147666667,,,,
3690,1.506208333,,,,
18839,7.79025,,,,
27831,6.01225,,,,
730,-0.972125,,,,
25145,5.00025,,,,
2625,6.431708333,,,,
11615,6.69475,,,,
18799,6.44675,,,,
2639,6.881625,,,,
24198,4.646166667,,,,
26952,6.459416667,,,,
7153,6.282041667,,,,
2716,-0.83975,,,,
10687,5.95275,,,,
10756,6.236166667,,,,
13748,1.5825,,,,
20593,5.947583333,,,,
794,6.624708333,,,,
11625,6.156375,,,,
14319,3.883083333,,,,
3607,1.937458333,,,,
13743,1.452916667,,,,
20706,0.856083333,,,,
20596,4.243458333,,,,
37699,6.488,,,,
8925,5.628666667,,,,
16231,1.669083333,,,,
24194,4.435416667,,,,
11609,5.486791667,,,,
18827,3.615,,,,
19717,7.722416667,,,,
29632,6.619416667,,,,
7453,1.466625,,,,
39532,4.627958333,,,,
13412,5.530083333,,,,
15458,1.912083333,,,,
25091,6.500125,,,,
19756,6.572541667,,,,
36855,3.999666667,,,,
8957,3.434916667,,,,
28733,2.87325,,,,
22449,3.893541667,,,,
9070,1.510125,,,,
17029,6.097541667,,,,
16272,1.943666667,,,,
4413,5.720583333,,,,
11588,5.2285,,,,
813,6.256833333,,,,
9855,5.53875,,,,
23430,1.763166667,,,,
40431,4.982,,,,
4528,2.021625,,,,
18825,6.541041667,,,,
19732,4.505208333,,,,
11807,2.095541667,,,,
1688,6.992541667,,,,
41331,5.346125,,,,
13456,5.220083333,,,,
16635,2.374125,,,,
14470,1.912916667,,,,
15257,7.550875,,,,
19142,1.832041667,,,,
2599,6.666333333,,,,
15358,2.532083333,,,,
2585,6.400333333,,,,
10686,2.0785,,,,
39500,3.904125,,,,
42190,4.75525,,,,
35013,4.152916667,,,,
39498,3.322125,,,,
29623,2.738125,,,,
16989,5.6135,,,,
1050,-0.927625,,,,
34132,6.013666667,,,,
42226,7.329541667,,,,
11628,5.2,,,,
36002,1.392166667,,,,
36557,1.694958333,,,,
8184,2.110833333,,,,
37305,1.1395,,,,
32324,4.393666667,,,,
784,-0.840041667,,,,
4393,5.349625,,,,
28731,4.708666667,,,,
38655,6.408583333,,,,
15217,7.099625,,,,
494,-1.083791667,,,,
16139,5.730166667,,,,
17912,6.46575,,,,
9031,1.454,,,,
31511,1.0715,,,,
22412,6.182291667,,,,
7598,-1.037416667,,,,
28867,1.671916667,,,,
19694,3.917125,,,,
3494,4.584833333,,,,
24220,6.837541667,,,,
28715,5.762958333,,,,
39556,3.882416667,,,,
18927,1.694416667,,,,
9822,5.110458333,,,,
36815,4.494166667,,,,
723,-1.277708333,,,,
829,6.334541667,,,,
5294,6.33625,,,,
11092,-0.784291667,,,,
30602,1.815333333,,,,
13532,1.37225,,,,
12454,2.329916667,,,,
33989,1.669083333,,,,
4438,5.364041667,,,,
18697,-1.042,,,,
23335,6.490291667,,,,
18785,6.441958333,,,,
34215,1.198166667,,,,
33330,1.926083333,,,,
23531,1.078041667,,,,
490,-1.162916667,,,,
39492,4.290666667,,,,
506,-1.204125,,,,
5334,6.443583333,,,,
4428,5.8855,,,,
40905,1.447666667,,,,
41415,1.601333333,,,,
36786,1.87325,,,,
4432,6.372166667,,,,
40387,6.26125,,,,
27142,1.151083333,,,,
34155,1.673208333,,,,
40427,6.27475,,,,
12050,1.690916667,,,,
5329,5.939375,,,,
7085,5.903125,,,,
11597,5.20825,,,,
36678,1.246041667,,,,
7268,1.26675,,,,
26912,6.457875,,,,
27805,4.888375,,,,
29513,-0.722375,,,,
24231,4.589791667,,,,
5312,2.881291667,,,,
11884,2.190666667,,,,
19688,4.288458333,,,,
1751,5.504666667,,,,
1728,6.384416667,,,,
23472,1.403916667,,,,
11976,0.798583333,,,,
26890,5.67125,,,,
8928,4.649833333,,,,
17934,5.710708333,,,,
42230,4.703041667,,,,
4439,5.476541667,,,,
36032,1.511583333,,,,
36860,3.148416667,,,,
12749,1.016625,,,,
14329,4.184666667,,,,
11649,5.621291667,,,,
37871,1.2945,,,,
7125,5.385916667,,,,
5289,5.942083333,,,,
14656,2.01175,,,,
14466,1.721333333,,,,
19739,5.220041667,,,,
14337,7.395708333,,,,
28755,6.020875,,,,
36065,1.966791667,,,,
28756,6.273208333,,,,
507,-1.127375,,,,
14644,-1.228291667,,,,
33264,1.444625,,,,
26061,6.0345,,,,
16125,6.889083333,,,,
8888,4.859041667,,,,
10727,5.728291667,,,,
18008,1.866166667,,,,
4399,4.872833333,,,,
36405,1.730958333,,,,
42229,7.907125,,,,
5863,1.670541667,,,,
40436,3.736041667,,,,
4080,-1.10375,,,,
13847,1.878791667,,,,
14364,5.9175,,,,
26021,6.25175,,,,
28758,5.04525,,,,
3744,-1.158833333,,,,
41337,4.817041667,,,,
10729,5.747166667,,,,
21509,2.104333333,,,,
24191,4.659041667,,,,
4392,6.020041667,,,,
4746,2.95325,,,,
32364,4.419333333,,,,
23453,1.150375,,,,
18931,1.65175,,,,
14440,-0.962625,,,,
19699,4.58375,,,,
18811,5.486083333,,,,
33252,3.338208333,,,,
18821,6.710166667,,,,
16380,1.765583333,,,,
32414,0.926916667,,,,
32350,2.58575,,,,
439,-0.889166667,,,,
31660,1.334583333,,,,
43094,4.068916667,,,,
496,-1.059666667,,,,
29655,2.689625,,,,
10539,1.417375,,,,
8955,5.789166667,,,,
23469,1.158666667,,,,
14190,1.328083333,,,,
15250,3.287125,,,,
22291,0.8975,,,,
29653,2.656916667,,,,
18929,1.591083333,,,,
5239,-0.9855,,,,
37866,1.351208333,,,,
1325,-0.722916667,,,,
510,-0.923,,,,
13454,3.582208333,,,,
11090,-1.157791667,,,,
393,-0.950333333,,,,
11946,2.336708333,,,,
17192,1.484333333,,,,
13429,5.394125,,,,
4451,5.48325,,,,
1692,6.405,,,,
10853,1.859625,,,,
14469,2.2135,,,,
41297,4.487416667,,,,
28868,1.629375,,,,
789,5.854833333,,,,
15218,3.4875,,,,
25443,-0.832458333,,,,
35911,2.202791667,,,,
8905,4.794041667,,,,
39536,2.536708333,,,,
36275,1.410166667,,,,
10357,1.443958333,,,,
23490,1.583458333,,,,
9858,5.733666667,,,,
8187,1.893541667,,,,
622,-0.955708333,,,,
7691,-1.1205,,,,
38030,0.897458333,,,,
14432,1.325791667,,,,
10055,1.351208333,,,,
19145,1.515875,,,,
7208,1.89,,,,
36812,2.986208333,,,,
13745,1.561375,,,,
9820,4.767291667,,,,
24260,6.377833333,,,,
1711,5.358916667,,,,
22152,1.924875,,,,
14467,0.987791667,,,,
22451,8.33825,,,,
7266,1.664666667,,,,
15233,4.133875,,,,
13427,5.729708333,,,,
20590,5.173458333,,,,
812,3.715125,,,,
41314,5.181916667,,,,
17936,4.000833333,,,,
6190,5.669208333,,,,
14299,4.765375,,,,
4526,1.586333333,,,,
17183,1.306375,,,,
40434,2.22,,,,
33050,-0.95475,,,,
15193,4.05825,,,,
4433,5.197666667,,,,
11727,2.312916667,,,,
22390,5.553208333,,,,
5232,-1.280583333,,,,
3527,4.312541667,,,,
12630,1.030625,,,,
3487,4.24725,,,,
12948,1.538166667,,,,
6036,1.102666667,,,,
8492,-0.822041667,,,,
39497,4.605375,,,,
5862,1.775083333,,,,
25545,-0.980291667,,,,
36144,-0.843083333,,,,
36833,4.690208333,,,,
23883,1.321583333,,,,
30670,2.006041667,,,,
38634,4.815708333,,,,
16400,1.12325,,,,
21560,6.018083333,,,,
14339,5.342291667,,,,
40389,4.745291667,,,,
6187,3.456791667,,,,
11163,-0.963916667,,,,
39843,-0.987125,,,,
34135,3.296708333,,,,
35345,1.696833333,,,,
23582,1.621291667,,,,
4410,2.908708333,,,,
20502,-0.806166667,,,,
11637,4.850208333,,,,
4300,-1.006916667,,,,
12392,0.958166667,,,,
36851,6.275875,,,,
38624,1.313458333,,,,
34134,4.131833333,,,,
8259,1.421208333,,,,
732,-0.928083333,,,,
15228,4.274375,,,,
28716,5.769708333,,,,
38619,4.887166667,,,,
8030,7.360458333,,,,
13744,2.272166667,,,,
2904,-0.767416667,,,,
27858,2.405,,,,
10693,5.818666667,,,,
13399,5.24175,,,,
18491,-0.858666667,,,,
15689,1.019875,,,,
11189,-1.032916667,,,,
11729,1.84475,,,,
1682,-0.679708333,,,,
9789,4.13975,,,,
13120,1.669083333,,,,
9032,2.226083333,,,,
12486,4.403375,,,,
7269,1.041125,,,,
41548,0.69875,,,,
16149,5.011208333,,,,
32337,4.4955,,,,
22301,-0.732708333,,,,
33099,-0.91725,,,,
41546,1.287083333,,,,
15188,4.375916667,,,,
28686,4.7185,,,,
661,-0.981666667,,,,
10063,1.478708333,,,,
10688,5.123041667,,,,
38617,1.874958333,,,,
33328,1.63375,,,,
3490,5.475666667,,,,
32310,2.898333333,,,,
20945,1.558791667,,,,
16088,7.794708333,,,,
9435,1.219708333,,,,
11802,1.444541667,,,,
4450,3.428458333,,,,
32479,0.916416667,,,,
10689,5.261166667,,,,
687,-1.053916667,,,,
18698,-1.070875,,,,
38594,4.64325,,,,
9839,4.815166667,,,,
14297,6.93825,,,,
25118,2.531041667,,,,
513,-0.949041667,,,,
4111,-1.063875,,,,
7572,1.38425,,,,
15234,4.076,,,,
22584,1.766208333,,,,
4092,-0.896708333,,,,
17961,5.879041667,,,,
21520,5.983958333,,,,
7138,5.145916667,,,,
12490,7.2725,,,,
20948,1.629958333,,,,
39617,0.850666667,,,,
4411,5.04375,,,,
35959,5.936375,,,,
29594,4.583625,,,,
13386,1.886541667,,,,
39516,3.308083333,,,,
27025,2.289958333,,,,
8040,5.58475,,,,
3885,-0.777791667,,,,
40743,1.660125,,,,
7990,7.205333333,,,,
520,-1.123291667,,,,
17890,4.65975,,,,
13387,5.368333333,,,,
155,-1.131875,,,,
27836,3.983125,,,,
17921,6.124916667,,,,
35056,4.394458333,,,,
34123,1.9065,,,,
17025,4.008583333,,,,
21558,4.341625,,,,
674,-0.902208333,,,,
13389,5.239125,,,,
35912,1.219541667,,,,
32316,3.97925,,,,
17930,4.62825,,,,
18798,3.182,,,,
27326,1.3585,,,,
7230,1.482958333,,,,
22114,-0.921458333,,,,
23345,3.735291667,,,,
18787,2.749083333,,,,
29663,2.316833333,,,,
6230,5.462583333,,,,
5425,1.156083333,,,,
38053,0.834,,,,
9832,4.512541667,,,,
10754,3.993875,,,,
36001,1.175333333,,,,
16093,3.401875,,,,
36003,1.094166667,,,,
724,-0.763208333,,,,
17059,4.865583333,,,,
858,4.652083333,,,,
13433,5.94475,,,,
18700,-0.846208333,,,,
9068,1.379458333,,,,
7293,-0.936583333,,,,
16128,7.713166667,,,,
28869,1.415166667,,,,
8734,1.773083333,,,,
9787,3.972541667,,,,
14880,1.483916667,,,,
22411,7.287,,,,
32408,1.625541667,,,,
278,-0.928208333,,,,
23465,1.234791667,,,,
41428,1.0915,,,,
39499,2.942541667,,,,
14289,4.252791667,,,,
43134,4.217416667,,,,
21515,3.850291667,,,,
41425,0.898333333,,,,
8255,0.8615,,,,
13531,1.450291667,,,,
2848,-1.59775,,,,
623,-0.948291667,,,,
11662,5.984583333,,,,
31625,-1.462208333,,,,
16603,1.579458333,,,,
27029,1.443666667,,,,
4374,-0.679083333,,,,
7711,-0.864583333,,,,
19146,1.487875,,,,
24094,1.508625,,,,
234,-1.087916667,,,,
29634,4.3275,,,,
9862,4.753291667,,,,
3201,-1.2245,,,,
505,-0.806708333,,,,
36151,1.675791667,,,,
28145,1.227458333,,,,
16378,1.773708333,,,,
26951,7.899916667,,,,
41310,5.425083333,,,,
13393,5.912583333,,,,
11622,6.079583333,,,,
18710,-1.371166667,,,,
29787,1.648833333,,,,
18679,-1.021541667,,,,
7475,-1.013125,,,,
25382,1.502125,,,,
565,-0.729791667,,,,
35016,4.021708333,,,,
35018,1.931916667,,,,
29595,3.74125,,,,
12164,1.729083333,,,,
21629,1.110583333,,,,
729,-0.973708333,,,,
23655,0.949583333,,,,
21781,1.462291667,,,,
31656,1.768458333,,,,
11291,-0.805125,,,,
2808,-0.613291667,,,,
26930,5.480041667,,,,
42233,5.442,,,,
6189,5.690125,,,,
22430,5.528,,,,
19083,1.171625,,,,
43087,6.206583333,,,,
6229,5.69725,,,,
31458,5.20925,,,,
25,-0.83625,,,,
20731,1.521625,,,,
30672,0.824166667,,,,
7706,-1.132375,,,,
18732,-0.659625,,,,
13426,2.225583333,,,,
512,-0.894625,,,,
42644,0.70475,,,,
28732,6.421375,,,,
26911,7.920166667,,,,
40429,4.731625,,,,
17933,5.326708333,,,,
10726,2.245958333,,,,
3694,-1.0965,,,,
189,-0.841958333,,,,
21842,-0.865916667,,,,
40393,3.995375,,,,
28692,6.3865,,,,
16452,1.479708333,,,,
830,5.874666667,,,,
36238,0.857916667,,,,
7272,1.647166667,,,,
472,-1.067041667,,,,
508,-0.932541667,,,,
36723,1.528208333,,,,
36793,4.248916667,,,,
35919,5.741625,,,,
8949,4.473708333,,,,
36992,1.46975,,,,
30601,0.869458333,,,,
8825,-0.70675,,,,
4246,-1.019125,,,,
13388,4.053666667,,,,
5652,1.420666667,,,,
37053,1.561333333,,,,
30213,-1.134333333,,,,
9497,1.846375,,,,
15934,0.861958333,,,,
5016,1.036958333,,,,
8000,5.410166667,,,,
17450,-0.856458333,,,,
4041,-0.814041667,,,,
20732,1.465458333,,,,
10059,1.16,,,,
32286,3.908375,,,,
7862,-0.878416667,,,,
21614,-0.681916667,,,,
17896,2.920291667,,,,
17916,4.098375,,,,
141,-0.855958333,,,,
38659,4.9695,,,,
33224,1.727833333,,,,
2638,5.049958333,,,,
36532,1.252875,,,,
14327,3.797125,,,,
16109,4.617166667,,,,
20661,6.325541667,,,,
8183,1.944208333,,,,
9829,4.008416667,,,,
38636,3.029,,,,
8035,4.859875,,,,
14460,-0.823708333,,,,
34163,1.887916667,,,,
36095,1.601458333,,,,
473,-0.947333333,,,,
7863,-0.834166667,,,,
3846,-1.042916667,,,,
18828,7.285,,,,
12526,4.410125,,,,
36063,0.7885,,,,
14526,-0.959291667,,,,
12051,1.170708333,,,,
519,-0.949583333,,,,
26926,3.750958333,,,,
30671,1.753333333,,,,
774,-0.706666667,,,,
28753,4.124791667,,,,
33221,3.217583333,,,,
23402,1.173,,,,
642,-1.170208333,,,,
29613,2.671375,,,,
20586,7.191208333,,,,
36611,1.560916667,,,,
36217,1.132125,,,,
22,-0.930416667,,,,
15101,-0.870083333,,,,
28893,0.919375,,,,
26016,3.096833333,,,,
30217,-1.131375,,,,
8186,1.822625,,,,
18788,7.107125,,,,
28713,3.81025,,,,
29635,3.597333333,,,,
11098,-0.833,,,,
28929,-0.787083333,,,,
15385,1.9475,,,,
15387,1.615541667,,,,
2636,5.624583333,,,,
38299,1.341125,,,,
11660,2.655166667,,,,
15692,-1.123208333,,,,
13414,3.253916667,,,,
22426,4.115541667,,,,
8765,-1.0615,,,,
36253,1.728708333,,,,
8185,1.828708333,,,,
19363,1.49375,,,,
7899,-0.856,,,,
14933,-1.088083333,,,,
342,-1.109875,,,,
32356,4.046083333,,,,
10868,-1.229333333,,,,
15062,-0.790166667,,,,
36913,1.14,,,,
9860,4.327125,,,,
3530,5.11075,,,,
7378,1.248375,,,,
8026,4.806916667,,,,
4742,2.434875,,,,
15235,8.019208333,,,,
40433,3.780416667,,,,
36134,1.29125,,,,
228,-0.965041667,,,,
16111,4.223291667,,,,
23431,1.365833333,,,,
36094,1.180125,,,,
469,-0.924583333,,,,
7094,5.586,,,,
4269,-0.947041667,,,,
32336,2.985125,,,,
7986,4.577041667,,,,
35026,3.784416667,,,,
16099,4.880708333,,,,
33261,2.664583333,,,,
11442,-0.952833333,,,,
790,5.527541667,,,,
38637,3.589583333,,,,
24232,6.194208333,,,,
29616,5.944875,,,,
7436,-1.061458333,,,,
42308,1.275083333,,,,
14419,1.453041667,,,,
8897,4.17675,,,,
37726,5.698,,,,
10361,0.946583333,,,,
43124,0.934625,,,,
5290,5.278875,,,,
9827,3.788208333,,,,
34985,4.651166667,,,,
31418,5.104041667,,,,
19735,7.500541667,,,,
11941,1.825208333,,,,
19693,3.715833333,,,,
9837,6.368,,,,
35050,2.581416667,,,,
36187,1.615458333,,,,
38358,1.281125,,,,
11554,-0.923125,,,,
93,-0.965125,,,,
37093,1.063958333,,,,
36909,0.952666667,,,,
27810,2.639333333,,,,
3987,-0.936708333,,,,
7134,5.847875,,,,
34240,1.50325,,,,
30696,1.308541667,,,,
40504,1.569875,,,,
22052,1.088208333,,,,
5146,-0.704541667,,,,
240,-0.889166667,,,,
23452,1.187416667,,,,
3862,-0.723833333,,,,
3608,1.665666667,,,,
11587,4.128916667,,,,
5330,5.230541667,,,,
29347,1.456375,,,,
4845,1.383583333,,,,
25116,3.228041667,,,,
11534,-0.9355,,,,
23578,1.548708333,,,,
15460,1.814833333,,,,
10844,1.204541667,,,,
42186,6.731916667,,,,
20944,1.528375,,,,
25897,-1.229166667,,,,
36545,1.127375,,,,
3489,5.429958333,,,,
43097,3.033416667,,,,
5428,2.465166667,,,,
34986,3.411375,,,,
36821,6.05675,,,,
36038,1.100958333,,,,
20630,4.745,,,,
16985,3.790791667,,,,
13439,5.818791667,,,,
22884,1.672041667,,,,
495,-1.021666667,,,,
25902,-0.90025,,,,
41451,0.805291667,,,,
18977,-0.929583333,,,,
22336,-0.805458333,,,,
31591,1.600666667,,,,
15195,7.8405,,,,
2292,-1.012333333,,,,
18928,1.971625,,,,
39559,2.25475,,,,
23065,-0.918875,,,,
38597,3.737416667,,,,
7329,-0.894125,,,,
40422,4.580875,,,,
7601,-0.728875,,,,
30667,2.305291667,,,,
19149,0.910875,,,,
32501,1.534333333,,,,
7539,-1.238916667,,,,
10733,7.280041667,,,,
27199,0.809333333,,,,
18465,-0.801875,,,,
37137,0.787833333,,,,
28718,5.498208333,,,,
3207,-0.935333333,,,,
27838,4.83075,,,,
14780,1.711625,,,,
26056,3.360708333,,,,
37058,1.0955,,,,
12046,-0.855958333,,,,
16138,2.239166667,,,,
20616,4.972875,,,,
29390,-0.996,,,,
40741,1.576333333,,,,
3916,-1.072625,,,,
3178,-1.172875,,,,
14324,5.238458333,,,,
7995,4.562708333,,,,
30539,3.062291667,,,,
18007,1.54575,,,,
1618,-1.084333333,,,,
18325,1.272333333,,,,
33542,1.301791667,,,,
340,-1.199333333,,,,
10807,1.127916667,,,,
7604,-1.218916667,,,,
40396,3.652541667,,,,
4301,-0.925125,,,,
18711,-1.186166667,,,,
14404,1.584875,,,,
5920,1.551125,,,,
38545,0.890166667,,,,
24118,1.201583333,,,,
35107,1.334666667,,,,
20628,6.340666667,,,,
17893,5.199708333,,,,
5102,-1.27275,,,,
1302,-0.777125,,,,
32875,1.603458333,,,,
37979,1.544666667,,,,
4647,-0.742666667,,,,
7438,-0.952041667,,,,
40394,2.259416667,,,,
17184,1.474208333,,,,
11040,-0.808041667,,,,
14893,-0.807125,,,,
11084,-1.134041667,,,,
14309,2.051166667,,,,
34903,-1.097958333,,,,
34902,-0.746625,,,,
7680,1.281458333,,,,
4341,-1.203,,,,
24192,6.431708333,,,,
17013,2.427125,,,,
34996,3.459541667,,,,
24117,1.552125,,,,
7325,-0.977708333,,,,
29628,6.951833333,,,,
36371,1.588333333,,,,
4558,1.216416667,,,,
34094,3.776291667,,,,
7402,1.281541667,,,,
11730,1.656291667,,,,
4076,1.839875,,,,
21525,3.552166667,,,,
29056,1.186791667,,,,
31419,5.903166667,,,,
3774,-0.813666667,,,,
8672,1.580916667,,,,
686,-0.818416667,,,,
13747,1.305416667,,,,
12484,-0.701458333,,,,
32285,5.354791667,,,,
38357,1.405791667,,,,
24761,1.1185,,,,
5845,1.4125,,,,
9993,1.758833333,,,,
175,-1.009125,,,,
25110,3.566875,,,,
23326,6.13425,,,,
25420,-0.582333333,,,,
36028,1.353416667,,,,
3736,-0.984458333,,,,
28981,1.290875,,,,
21562,4.443625,,,,
17019,4.629791667,,,,
1538,-0.646208333,,,,
33239,3.253041667,,,,
17248,-1.295333333,,,,
41312,1.833958333,,,,
7692,-0.934625,,,,
7540,-1.074333333,,,,
12104,1.910666667,,,,
29656,6.202958333,,,,
36789,5.884708333,,,,
23232,-0.913916667,,,,
36699,-1.129041667,,,,
4892,-0.741541667,,,,
1616,-1.058666667,,,,
9029,1.426666667,,,,
3052,-0.648291667,,,,
29848,-0.902333333,,,,
8313,-0.643458333,,,,
11390,-0.864291667,,,,
34289,1.802625,,,,
34088,6.559916667,,,,
5159,-0.775083333,,,,
35949,1.252625,,,,
8822,-1.084791667,,,,
36861,5.8715,,,,
614,-0.934083333,,,,
11726,1.6745,,,,
12006,-0.609666667,,,,
4279,-0.733291667,,,,
12540,5.095708333,,,,
34125,5.195166667,,,,
18496,-0.978083333,,,,
34128,6.516,,,,
25672,-0.728458333,,,,
12451,1.764666667,,,,
122,-0.722291667,,,,
2594,5.325708333,,,,
1681,-0.588166667,,,,
11953,1.926333333,,,,
17575,-1.276666667,,,,
12799,-0.746708333,,,,
19091,-0.588958333,,,,
21498,3.596541667,,,,
31544,-0.625541667,,,,
20078,-0.791375,,,,
31659,1.19925,,,,
16422,1.20975,,,,
9859,3.414416667,,,,
12530,6.664541667,,,,
28083,0.971166667,,,,
18707,-1.055916667,,,,
35193,1.685,,,,
31392,4.720666667,,,,
7603,-0.985625,,,,
38664,1.189166667,,,,
739,-0.9635,,,,
1396,-0.996083333,,,,
15757,1.16325,,,,
11091,-0.773291667,,,,
926,-0.632375,,,,
4989,-0.857875,,,,
34017,1.281416667,,,,
11639,5.465333333,,,,
42192,4.160625,,,,
24888,-0.770208333,,,,
5273,-0.662958333,,,,
41475,0.843375,,,,
12209,-0.659625,,,,
12487,3.638416667,,,,
35035,5.960833333,,,,
18379,1.123708333,,,,
29869,-0.546,,,,
34095,3.041625,,,,
37803,0.97625,,,,
29588,6.722708333,,,,
12493,4.705375,,,,
7337,-0.719458333,,,,
36978,1.450833333,,,,
14332,4.271583333,,,,
3529,5.119083333,,,,
4112,-0.867,,,,
32318,1.720708333,,,,
28252,1.213041667,,,,
12248,0.850208333,,,,
18930,1.716291667,,,,
15045,-0.940375,,,,
4071,-0.586541667,,,,
10728,4.498708333,,,,
19358,1.148708333,,,,
36796,4.877541667,,,,
7917,-0.974541667,,,,
8862,1.553166667,,,,
8776,-0.9915,,,,
42216,3.867541667,,,,
34153,1.621916667,,,,
8833,-0.667041667,,,,
27098,0.842416667,,,,
40409,3.758875,,,,
43136,2.66625,,,,
28763,4.026583333,,,,
14643,-0.826666667,,,,
33227,5.562791667,,,,
21538,3.240541667,,,,
30666,1.311875,,,,
14541,-0.870083333,,,,
22427,4.975916667,,,,
35951,2.092625,,,,
35344,1.691958333,,,,
