"","category","ID","term","count","genes","logFC","adj_pval","zscore"
"1492","CC","GO:0043231","intracellular membrane-bounded organelle",26,"SCAMP2",-1.113366368,0.072150673,-5.09901951359279
"1493","CC","GO:0043231","intracellular membrane-bounded organelle",26,"DHRS9",-1.18783787,0.072150673,-5.09901951359279
"1494","CC","GO:0043231","intracellular membrane-bounded organelle",26,"RAET1L",-1.123282974,0.072150673,-5.09901951359279
"1495","CC","GO:0043231","intracellular membrane-bounded organelle",26,"HPSE",-1.202283221,0.072150673,-5.09901951359279
"1496","CC","GO:0043231","intracellular membrane-bounded organelle",26,"SPATA18",-2.607111824,0.072150673,-5.09901951359279
"1497","CC","GO:0032154","cleavage furrow",4,"DCTN3",-1.250277975,0.07719251,-2
"1498","CC","GO:0032154","cleavage furrow",4,"KIF20A",-2.786504036,0.07719251,-2
"1499","CC","GO:0032154","cleavage furrow",4,"CEP55",-5.160597801,0.07719251,-2
"1500","CC","GO:0032154","cleavage furrow",4,"RHOB",-1.290393131,0.07719251,-2
"1501","CC","GO:0000139","Golgi membrane",19,"SLC35B2",-1.498663292,0.078012794,-4.35889894354067
"1502","CC","GO:0000139","Golgi membrane",19,"SLC35A4",-1.266412476,0.078012794,-4.35889894354067
"1503","CC","GO:0000139","Golgi membrane",19,"GALNT5",-4.762696249,0.078012794,-4.35889894354067
"1504","CC","GO:0000139","Golgi membrane",19,"ATF6B",-1.246812951,0.078012794,-4.35889894354067
"1505","CC","GO:0000139","Golgi membrane",19,"ATP6AP1",-1.045449619,0.078012794,-4.35889894354067
"1506","CC","GO:0000139","Golgi membrane",19,"TMEM50B",-1.281697466,0.078012794,-4.35889894354067
"1507","CC","GO:0000139","Golgi membrane",19,"RAB1B",-1.374840759,0.078012794,-4.35889894354067
"1508","CC","GO:0000139","Golgi membrane",19,"AP1B1",-1.077603375,0.078012794,-4.35889894354067
"1509","CC","GO:0000139","Golgi membrane",19,"HLA-A",-1.295197926,0.078012794,-4.35889894354067
"1510","CC","GO:0000139","Golgi membrane",19,"ATP2C2",-2.355999272,0.078012794,-4.35889894354067
"1511","CC","GO:0000139","Golgi membrane",19,"ABCA12",-1.40790804,0.078012794,-4.35889894354067
"1512","CC","GO:0000139","Golgi membrane",19,"RND3",-1.299478788,0.078012794,-4.35889894354067
"1513","CC","GO:0000139","Golgi membrane",19,"SORL1",-1.518726004,0.078012794,-4.35889894354067
"1514","CC","GO:0000139","Golgi membrane",19,"COPZ1",-1.261227883,0.078012794,-4.35889894354067
"1515","CC","GO:0000139","Golgi membrane",19,"HLA-E",-1.132489067,0.078012794,-4.35889894354067
"1516","CC","GO:0000139","Golgi membrane",19,"LMAN1",-1.068518332,0.078012794,-4.35889894354067
"1517","CC","GO:0000139","Golgi membrane",19,"CHP1",-1.070573012,0.078012794,-4.35889894354067
"1518","CC","GO:0000139","Golgi membrane",19,"GBP2",-1.961905339,0.078012794,-4.35889894354067
"1519","CC","GO:0000139","Golgi membrane",19,"B2M",-2.436091153,0.078012794,-4.35889894354067
"1520","CC","GO:0005874","microtubule",11,"TPX2",-1.131678158,0.07957993,-3.3166247903554
"1521","CC","GO:0005874","microtubule",11,"TUBB2A",-1.393593431,0.07957993,-3.3166247903554
"1522","CC","GO:0005874","microtubule",11,"RASSF5",-1.662901138,0.07957993,-3.3166247903554
"1523","CC","GO:0005874","microtubule",11,"KIF4A",-2.267898968,0.07957993,-3.3166247903554
"1524","CC","GO:0005874","microtubule",11,"STMN1",-1.190750809,0.07957993,-3.3166247903554
"1525","CC","GO:0005874","microtubule",11,"CDK2AP2",-1.306678576,0.07957993,-3.3166247903554
"1526","CC","GO:0005874","microtubule",11,"BIRC5",-4.82778078,0.07957993,-3.3166247903554
"1527","CC","GO:0005874","microtubule",11,"KIF2C",-1.573249981,0.07957993,-3.3166247903554
"1528","CC","GO:0005874","microtubule",11,"KIF20A",-2.786504036,0.07957993,-3.3166247903554
"1529","CC","GO:0005874","microtubule",11,"KIF11",-2.72901755,0.07957993,-3.3166247903554
"1530","CC","GO:0005874","microtubule",11,"AURKA",-2.157863191,0.07957993,-3.3166247903554
"1531","CC","GO:0012507","ER to Golgi transport vesicle membrane",4,"LMAN1",-1.068518332,0.083907394,-2
"1532","CC","GO:0012507","ER to Golgi transport vesicle membrane",4,"HLA-A",-1.295197926,0.083907394,-2
"1533","CC","GO:0012507","ER to Golgi transport vesicle membrane",4,"B2M",-2.436091153,0.083907394,-2
"1534","CC","GO:0012507","ER to Golgi transport vesicle membrane",4,"HLA-E",-1.132489067,0.083907394,-2
"1535","CC","GO:0005854","nascent polypeptide-associated complex",2,"BTF3",-1.086859698,0.087130806,-1.41421356237309
"1536","CC","GO:0005854","nascent polypeptide-associated complex",2,"NACA",-1.176857262,0.087130806,-1.41421356237309
"1537","CC","GO:0045120","pronucleus",2,"CENPF",-2.275729701,0.087130806,-1.41421356237309
"1538","CC","GO:0045120","pronucleus",2,"AURKA",-2.157863191,0.087130806,-1.41421356237309
"1539","CC","GO:0035577","azurophil granule membrane",4,"GLIPR1",-2.445720505,0.09086268,-2
"1540","CC","GO:0035577","azurophil granule membrane",4,"SYNGR1",-1.813031093,0.09086268,-2
"1541","CC","GO:0035577","azurophil granule membrane",4,"LAMP1",-1.142189529,0.09086268,-2
"1542","CC","GO:0035577","azurophil granule membrane",4,"CD68",-1.452604628,0.09086268,-2
"1543","CC","GO:0032585","multivesicular body membrane",3,"PMEL",-3.405802021,0.096061366,-1.73205080756888
"1544","CC","GO:0032585","multivesicular body membrane",3,"CHMP2A",-1.145093747,0.096061366,-1.73205080756888
"1545","CC","GO:0032585","multivesicular body membrane",3,"SORL1",-1.518726004,0.096061366,-1.73205080756888
"1546","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane",3,"HLA-A",-1.295197926,0.096061366,-1.73205080756888
"1547","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane",3,"SPPL3",-1.407346071,0.096061366,-1.73205080756888
"1548","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane",3,"HLA-E",-1.132489067,0.096061366,-1.73205080756888
"1549","CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane",3,"HLA-A",-1.295197926,0.096061366,-1.73205080756888
"1550","CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane",3,"SPPL3",-1.407346071,0.096061366,-1.73205080756888
"1551","CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane",3,"HLA-E",-1.132489067,0.096061366,-1.73205080756888
"1552","CC","GO:0005604","basement membrane",5,"COL17A1",-1.96877789,0.096149041,-2.23606797749979
"1553","CC","GO:0005604","basement membrane",5,"CCDC80",-1.896737409,0.096149041,-2.23606797749979
"1554","CC","GO:0005604","basement membrane",5,"TIMP3",-1.66846169,0.096149041,-2.23606797749979
"1555","CC","GO:0005604","basement membrane",5,"FBLN1",-2.999521972,0.096149041,-2.23606797749979
"1556","CC","GO:0005604","basement membrane",5,"THBS2",-3.066126488,0.096149041,-2.23606797749979
"1557","CC","GO:0005840","ribosome",7,"MRPS9",-1.026417912,0.09728927,-2.64575131106459
"1558","CC","GO:0005840","ribosome",7,"RPL41",-1.123259734,0.09728927,-2.64575131106459
"1559","CC","GO:0005840","ribosome",7,"RPS4Y1",-1.425424457,0.09728927,-2.64575131106459
"1560","CC","GO:0005840","ribosome",7,"RPL18",-1.850670338,0.09728927,-2.64575131106459
"1561","CC","GO:0005840","ribosome",7,"RPS10",-1.567035363,0.09728927,-2.64575131106459
"1562","CC","GO:0005840","ribosome",7,"MRPL21",-1.395459458,0.09728927,-2.64575131106459
"1563","CC","GO:0005840","ribosome",7,"MRPL11",-1.381028276,0.09728927,-2.64575131106459
"1564","MF","GO:0005515","protein binding",297,"SLC35B2",-1.498663292,9.41e-10,-17.2336879396141
"1565","MF","GO:0005515","protein binding",297,"MT1M",-2.056889318,9.41e-10,-17.2336879396141
"1566","MF","GO:0005515","protein binding",297,"TESK2",-1.716306795,9.41e-10,-17.2336879396141
"1567","MF","GO:0005515","protein binding",297,"MT1X",-1.60863761,9.41e-10,-17.2336879396141
"1568","MF","GO:0005515","protein binding",297,"ABCA12",-1.40790804,9.41e-10,-17.2336879396141
"1569","MF","GO:0005515","protein binding",297,"IFIT1",-3.244996513,9.41e-10,-17.2336879396141
"1570","MF","GO:0005515","protein binding",297,"AQP3",-1.796641483,9.41e-10,-17.2336879396141
"1571","MF","GO:0005515","protein binding",297,"CDC20",-1.821017204,9.41e-10,-17.2336879396141
"1572","MF","GO:0005515","protein binding",297,"SCAMP4",-1.207976491,9.41e-10,-17.2336879396141
"1573","MF","GO:0005515","protein binding",297,"MT2A",-1.969428476,9.41e-10,-17.2336879396141
"1574","MF","GO:0005515","protein binding",297,"CDC23",-1.342356163,9.41e-10,-17.2336879396141
"1575","MF","GO:0005515","protein binding",297,"RASSF5",-1.662901138,9.41e-10,-17.2336879396141
"1576","MF","GO:0005515","protein binding",297,"GJA5",-4.546904872,9.41e-10,-17.2336879396141
"1577","MF","GO:0005515","protein binding",297,"STMN1",-1.190750809,9.41e-10,-17.2336879396141
"1578","MF","GO:0005515","protein binding",297,"B2M",-2.436091153,9.41e-10,-17.2336879396141
"1579","MF","GO:0005515","protein binding",297,"RPS10",-1.567035363,9.41e-10,-17.2336879396141
"1580","MF","GO:0005515","protein binding",297,"EPHB3",-1.444204795,9.41e-10,-17.2336879396141
"1581","MF","GO:0005515","protein binding",297,"WDR83OS",-1.47707152,9.41e-10,-17.2336879396141
"1582","MF","GO:0005515","protein binding",297,"KRT4",-4.458252913,9.41e-10,-17.2336879396141
"1583","MF","GO:0005515","protein binding",297,"C17ORF49",-1.459654068,9.41e-10,-17.2336879396141
"1584","MF","GO:0005515","protein binding",297,"AP1B1",-1.077603375,9.41e-10,-17.2336879396141
"1585","MF","GO:0005515","protein binding",297,"HLA-A",-1.295197926,9.41e-10,-17.2336879396141
"1586","MF","GO:0005515","protein binding",297,"OVOL1",-1.769348052,9.41e-10,-17.2336879396141
"1587","MF","GO:0005515","protein binding",297,"JMJD8",-1.595740804,9.41e-10,-17.2336879396141
"1588","MF","GO:0005515","protein binding",297,"DKK1",-2.26967081,9.41e-10,-17.2336879396141
"1589","MF","GO:0005515","protein binding",297,"HLA-E",-1.132489067,9.41e-10,-17.2336879396141
"1590","MF","GO:0005515","protein binding",297,"SCAMP2",-1.113366368,9.41e-10,-17.2336879396141
"1591","MF","GO:0005515","protein binding",297,"LCE2B",-1.284258893,9.41e-10,-17.2336879396141
"1592","MF","GO:0005515","protein binding",297,"DHX40",-1.036874216,9.41e-10,-17.2336879396141
"1593","MF","GO:0005515","protein binding",297,"INPP4B",-2.59563884,9.41e-10,-17.2336879396141
"1594","MF","GO:0005515","protein binding",297,"MYL6",-1.062868944,9.41e-10,-17.2336879396141
"1595","MF","GO:0005515","protein binding",297,"CLDN4",-1.801860443,9.41e-10,-17.2336879396141
"1596","MF","GO:0005515","protein binding",297,"DAAM1",-1.467516745,9.41e-10,-17.2336879396141
"1597","MF","GO:0005515","protein binding",297,"RBP1",-5.622330943,9.41e-10,-17.2336879396141
"1598","MF","GO:0005515","protein binding",297,"PSME1",-1.975073203,9.41e-10,-17.2336879396141
"1599","MF","GO:0005515","protein binding",297,"MT1F",-1.803003006,9.41e-10,-17.2336879396141
"1600","MF","GO:0005515","protein binding",297,"PSME2",-1.422399127,9.41e-10,-17.2336879396141
"1601","MF","GO:0005515","protein binding",297,"MT1H",-1.769156201,9.41e-10,-17.2336879396141
"1602","MF","GO:0005515","protein binding",297,"KIF20A",-2.786504036,9.41e-10,-17.2336879396141
"1603","MF","GO:0005515","protein binding",297,"SPATA18",-2.607111824,9.41e-10,-17.2336879396141
"1604","MF","GO:0005515","protein binding",297,"MT1E",-2.340707108,9.41e-10,-17.2336879396141
"1605","MF","GO:0005515","protein binding",297,"FLG",-1.861645474,9.41e-10,-17.2336879396141
"1606","MF","GO:0005515","protein binding",297,"SMIM5",-2.587725032,9.41e-10,-17.2336879396141
"1607","MF","GO:0005515","protein binding",297,"MAOA",-2.010954891,9.41e-10,-17.2336879396141
"1608","MF","GO:0005515","protein binding",297,"CDCA5",-2.598041784,9.41e-10,-17.2336879396141
"1609","MF","GO:0005515","protein binding",297,"NOLC1",-1.3825692,9.41e-10,-17.2336879396141
"1610","MF","GO:0005515","protein binding",297,"NCAPG",-3.081687148,9.41e-10,-17.2336879396141
"1611","MF","GO:0005515","protein binding",297,"WDR62",-1.504383964,9.41e-10,-17.2336879396141
"1612","MF","GO:0005515","protein binding",297,"LYPD5",-1.936832006,9.41e-10,-17.2336879396141
"1613","MF","GO:0005515","protein binding",297,"MTMR4",-1.106603349,9.41e-10,-17.2336879396141
"1614","MF","GO:0005515","protein binding",297,"SKA3",-4.726603201,9.41e-10,-17.2336879396141
"1615","MF","GO:0005515","protein binding",297,"HIF1A",-1.025051181,9.41e-10,-17.2336879396141
"1616","MF","GO:0005515","protein binding",297,"SKA1",-2.186731221,9.41e-10,-17.2336879396141
"1617","MF","GO:0005515","protein binding",297,"MRPL11",-1.381028276,9.41e-10,-17.2336879396141
"1618","MF","GO:0005515","protein binding",297,"C12ORF57",-1.225694921,9.41e-10,-17.2336879396141
"1619","MF","GO:0005515","protein binding",297,"SYNGR1",-1.813031093,9.41e-10,-17.2336879396141
"1620","MF","GO:0005515","protein binding",297,"COMMD9",-1.905964913,9.41e-10,-17.2336879396141
"1621","MF","GO:0005515","protein binding",297,"NTHL1",-2.231204467,9.41e-10,-17.2336879396141
"1622","MF","GO:0005515","protein binding",297,"BTF3",-1.086859698,9.41e-10,-17.2336879396141
"1623","MF","GO:0005515","protein binding",297,"CDT1",-2.35889532,9.41e-10,-17.2336879396141
"1624","MF","GO:0005515","protein binding",297,"FIS1",-1.331866359,9.41e-10,-17.2336879396141
"1625","MF","GO:0005515","protein binding",297,"RPL41",-1.123259734,9.41e-10,-17.2336879396141
"1626","MF","GO:0005515","protein binding",297,"BCL11B",-1.688387658,9.41e-10,-17.2336879396141
"1627","MF","GO:0005515","protein binding",297,"TPRG1",-4.368723737,9.41e-10,-17.2336879396141
"1628","MF","GO:0005515","protein binding",297,"PLK2",-1.969957039,9.41e-10,-17.2336879396141
"1629","MF","GO:0005515","protein binding",297,"TMEM50B",-1.281697466,9.41e-10,-17.2336879396141
"1630","MF","GO:0005515","protein binding",297,"IFI44",-1.889240071,9.41e-10,-17.2336879396141
"1631","MF","GO:0005515","protein binding",297,"XRCC1",-1.282590157,9.41e-10,-17.2336879396141
"1632","MF","GO:0005515","protein binding",297,"CGN",-1.904031781,9.41e-10,-17.2336879396141
"1633","MF","GO:0005515","protein binding",297,"CNFN",-1.717754922,9.41e-10,-17.2336879396141
"1634","MF","GO:0005515","protein binding",297,"VASN",-1.609665567,9.41e-10,-17.2336879396141
"1635","MF","GO:0005515","protein binding",297,"IL1F10",-2.238672501,9.41e-10,-17.2336879396141
"1636","MF","GO:0005515","protein binding",297,"TPX2",-1.131678158,9.41e-10,-17.2336879396141
"1637","MF","GO:0005515","protein binding",297,"POLA2",-2.339056029,9.41e-10,-17.2336879396141
"1638","MF","GO:0005515","protein binding",297,"TBL3",-1.136749303,9.41e-10,-17.2336879396141
"1639","MF","GO:0005515","protein binding",297,"TCN1",-3.180277473,9.41e-10,-17.2336879396141
"1640","MF","GO:0005515","protein binding",297,"ID4",-2.318190195,9.41e-10,-17.2336879396141
"1641","MF","GO:0005515","protein binding",297,"RAET1L",-1.123282974,9.41e-10,-17.2336879396141
"1642","MF","GO:0005515","protein binding",297,"CALM3",-1.072241542,9.41e-10,-17.2336879396141
"1643","MF","GO:0005515","protein binding",297,"GSDME",-1.223861174,9.41e-10,-17.2336879396141
"1644","MF","GO:0005515","protein binding",297,"SLC44A5",-1.858769027,9.41e-10,-17.2336879396141
"1645","MF","GO:0005515","protein binding",297,"PIGS",-1.356733142,9.41e-10,-17.2336879396141
"1646","MF","GO:0005515","protein binding",297,"NRP2",-2.21298347,9.41e-10,-17.2336879396141
"1647","MF","GO:0005515","protein binding",297,"COX7B",-1.363199979,9.41e-10,-17.2336879396141
"1648","MF","GO:0005515","protein binding",297,"SLC44A3",-2.149740043,9.41e-10,-17.2336879396141
"1649","MF","GO:0005515","protein binding",297,"CITED2",-1.957983703,9.41e-10,-17.2336879396141
"1650","MF","GO:0005515","protein binding",297,"NCAPG2",-1.982152002,9.41e-10,-17.2336879396141
"1651","MF","GO:0005515","protein binding",297,"TECR",-1.324569629,9.41e-10,-17.2336879396141
"1652","MF","GO:0005515","protein binding",297,"QPRT",-4.054029095,9.41e-10,-17.2336879396141
"1653","MF","GO:0005515","protein binding",297,"KRT24",-4.182758059,9.41e-10,-17.2336879396141
"1654","MF","GO:0005515","protein binding",297,"CLTB",-1.865844,9.41e-10,-17.2336879396141
"1655","MF","GO:0005515","protein binding",297,"ZBTB8OS",-1.224379697,9.41e-10,-17.2336879396141
"1656","MF","GO:0005515","protein binding",297,"KRT23",-2.325895748,9.41e-10,-17.2336879396141
"1657","MF","GO:0005515","protein binding",297,"KIF11",-2.72901755,9.41e-10,-17.2336879396141
"1658","MF","GO:0005515","protein binding",297,"SPPL3",-1.407346071,9.41e-10,-17.2336879396141
"1659","MF","GO:0005515","protein binding",297,"ROBO1",-1.505322395,9.41e-10,-17.2336879396141
"1660","MF","GO:0005515","protein binding",297,"MCEE",-1.922533962,9.41e-10,-17.2336879396141
"1661","MF","GO:0005515","protein binding",297,"GLIPR1",-2.445720505,9.41e-10,-17.2336879396141
"1662","MF","GO:0005515","protein binding",297,"CTSK",-1.027247036,9.41e-10,-17.2336879396141
"1663","MF","GO:0005515","protein binding",297,"MMP28",-3.341369093,9.41e-10,-17.2336879396141
"1664","MF","GO:0005515","protein binding",297,"PBK",-1.950818524,9.41e-10,-17.2336879396141
"1665","MF","GO:0005515","protein binding",297,"TIMP3",-1.66846169,9.41e-10,-17.2336879396141
"1666","MF","GO:0005515","protein binding",297,"CTSH",-2.030209213,9.41e-10,-17.2336879396141
"1667","MF","GO:0005515","protein binding",297,"DLGAP5",-2.765225513,9.41e-10,-17.2336879396141
"1668","MF","GO:0005515","protein binding",297,"CEP55",-5.160597801,9.41e-10,-17.2336879396141
"1669","MF","GO:0005515","protein binding",297,"ZNF365",-1.332327732,9.41e-10,-17.2336879396141
"1670","MF","GO:0005515","protein binding",297,"EDN1",-2.600547604,9.41e-10,-17.2336879396141
"1671","MF","GO:0005515","protein binding",297,"ZHX3",-1.441465967,9.41e-10,-17.2336879396141
"1672","MF","GO:0005515","protein binding",297,"MIOS",-1.025466198,9.41e-10,-17.2336879396141
"1673","MF","GO:0005515","protein binding",297,"ARG1",-1.909387625,9.41e-10,-17.2336879396141
"1674","MF","GO:0005515","protein binding",297,"KIAA1143",-1.443179706,9.41e-10,-17.2336879396141
"1675","MF","GO:0005515","protein binding",297,"GAB1",-1.4096689,9.41e-10,-17.2336879396141
"1676","MF","GO:0005515","protein binding",297,"COMMD1",-1.05381083,9.41e-10,-17.2336879396141
"1677","MF","GO:0005515","protein binding",297,"PDCD1LG2",-5.420435633,9.41e-10,-17.2336879396141
"1678","MF","GO:0005515","protein binding",297,"RHOB",-1.290393131,9.41e-10,-17.2336879396141
"1679","MF","GO:0005515","protein binding",297,"HADHB",-1.751065051,9.41e-10,-17.2336879396141
"1680","MF","GO:0005515","protein binding",297,"BACE2",-1.907734361,9.41e-10,-17.2336879396141
"1681","MF","GO:0005515","protein binding",297,"MN1",-1.6765374,9.41e-10,-17.2336879396141
"1682","MF","GO:0005515","protein binding",297,"IL1A",-1.70651281,9.41e-10,-17.2336879396141
"1683","MF","GO:0005515","protein binding",297,"MRPS9",-1.026417912,9.41e-10,-17.2336879396141
"1684","MF","GO:0005515","protein binding",297,"TUBB2A",-1.393593431,9.41e-10,-17.2336879396141
"1685","MF","GO:0005515","protein binding",297,"PSMA2",-1.33808643,9.41e-10,-17.2336879396141
"1686","MF","GO:0005515","protein binding",297,"UFC1",-1.331222109,9.41e-10,-17.2336879396141
"1687","MF","GO:0005515","protein binding",297,"PELI1",-1.065135426,9.41e-10,-17.2336879396141
"1688","MF","GO:0005515","protein binding",297,"KIF2C",-1.573249981,9.41e-10,-17.2336879396141
"1689","MF","GO:0005515","protein binding",297,"PABPC1",-1.395569488,9.41e-10,-17.2336879396141
"1690","MF","GO:0005515","protein binding",297,"SGK1",-1.289630285,9.41e-10,-17.2336879396141
"1691","MF","GO:0005515","protein binding",297,"CRELD2",-1.616104688,9.41e-10,-17.2336879396141
"1692","MF","GO:0005515","protein binding",297,"ERGIC3",-1.023515305,9.41e-10,-17.2336879396141
"1693","MF","GO:0005515","protein binding",297,"CRYAB",-1.075511568,9.41e-10,-17.2336879396141
"1694","MF","GO:0005515","protein binding",297,"PPARD",-1.395993315,9.41e-10,-17.2336879396141
"1695","MF","GO:0005515","protein binding",297,"SPRR3",-2.395550882,9.41e-10,-17.2336879396141
"1696","MF","GO:0005515","protein binding",297,"NBAS",-1.196777922,9.41e-10,-17.2336879396141
"1697","MF","GO:0005515","protein binding",297,"OAT",-1.22191538,9.41e-10,-17.2336879396141
"1698","MF","GO:0005515","protein binding",297,"STX19",-2.455710611,9.41e-10,-17.2336879396141
"1699","MF","GO:0005515","protein binding",297,"TMEM160",-1.681495596,9.41e-10,-17.2336879396141
"1700","MF","GO:0005515","protein binding",297,"TM9SF4",-1.355452534,9.41e-10,-17.2336879396141
"1701","MF","GO:0005515","protein binding",297,"PSMB6",-1.149097968,9.41e-10,-17.2336879396141
"1702","MF","GO:0005515","protein binding",297,"LMAN1",-1.068518332,9.41e-10,-17.2336879396141
"1703","MF","GO:0005515","protein binding",297,"NT5E",-1.549835425,9.41e-10,-17.2336879396141
"1704","MF","GO:0005515","protein binding",297,"OS9",-1.178929282,9.41e-10,-17.2336879396141
"1705","MF","GO:0005515","protein binding",297,"RASSF10",-2.935135078,9.41e-10,-17.2336879396141
"1706","MF","GO:0005515","protein binding",297,"PPP1R7",-1.32746383,9.41e-10,-17.2336879396141
"1707","MF","GO:0005515","protein binding",297,"CKB",-1.620763286,9.41e-10,-17.2336879396141
"1708","MF","GO:0005515","protein binding",297,"LY6G6C",-2.834374544,9.41e-10,-17.2336879396141
"1709","MF","GO:0005515","protein binding",297,"EMC7",-1.368703448,9.41e-10,-17.2336879396141
"1710","MF","GO:0005515","protein binding",297,"RPL18",-1.850670338,9.41e-10,-17.2336879396141
"1711","MF","GO:0005515","protein binding",297,"XDH",-1.289665508,9.41e-10,-17.2336879396141
"1712","MF","GO:0005515","protein binding",297,"BCHE",-1.165708466,9.41e-10,-17.2336879396141
"1713","MF","GO:0005515","protein binding",297,"ATP5PB",-1.697656649,9.41e-10,-17.2336879396141
"1714","MF","GO:0005515","protein binding",297,"WDR18",-1.002897795,9.41e-10,-17.2336879396141
"1715","MF","GO:0005515","protein binding",297,"KLK13",-2.6597064,9.41e-10,-17.2336879396141
"1716","MF","GO:0005515","protein binding",297,"GRHL1",-1.733399076,9.41e-10,-17.2336879396141
"1717","MF","GO:0005515","protein binding",297,"NUDT9",-1.396138395,9.41e-10,-17.2336879396141
"1718","MF","GO:0005515","protein binding",297,"CENPF",-2.275729701,9.41e-10,-17.2336879396141
"1719","MF","GO:0005515","protein binding",297,"PSMC5",-1.209862249,9.41e-10,-17.2336879396141
"1720","MF","GO:0005515","protein binding",297,"KITLG",-1.676600062,9.41e-10,-17.2336879396141
"1721","MF","GO:0005515","protein binding",297,"KRT15",-2.668777092,9.41e-10,-17.2336879396141
"1722","MF","GO:0005515","protein binding",297,"NUCB1",-2.171160267,9.41e-10,-17.2336879396141
"1723","MF","GO:0005515","protein binding",297,"TRIP13",-1.921303468,9.41e-10,-17.2336879396141
"1724","MF","GO:0005515","protein binding",297,"CD68",-1.452604628,9.41e-10,-17.2336879396141
"1725","MF","GO:0005515","protein binding",297,"CDKN3",-2.049376083,9.41e-10,-17.2336879396141
"1726","MF","GO:0005515","protein binding",297,"SCARB1",-1.170384899,9.41e-10,-17.2336879396141
"1727","MF","GO:0005515","protein binding",297,"NDUFA11",-1.064419922,9.41e-10,-17.2336879396141
"1728","MF","GO:0005515","protein binding",297,"NCF2",-2.555593866,9.41e-10,-17.2336879396141
"1729","MF","GO:0005515","protein binding",297,"CD81",-1.046762265,9.41e-10,-17.2336879396141
"1730","MF","GO:0005515","protein binding",297,"GMNN",-2.486087765,9.41e-10,-17.2336879396141
"1731","MF","GO:0005515","protein binding",297,"CTNND1",-1.41642079,9.41e-10,-17.2336879396141
"1732","MF","GO:0005515","protein binding",297,"HJURP",-3.64232181,9.41e-10,-17.2336879396141
"1733","MF","GO:0005515","protein binding",297,"BUB1B",-2.431458242,9.41e-10,-17.2336879396141
"1734","MF","GO:0005515","protein binding",297,"COX6A1",-1.399900045,9.41e-10,-17.2336879396141
"1735","MF","GO:0005515","protein binding",297,"C1ORF74",-1.054294879,9.41e-10,-17.2336879396141
"1736","MF","GO:0005515","protein binding",297,"IPO4",-1.134928104,9.41e-10,-17.2336879396141
"1737","MF","GO:0005515","protein binding",297,"RGS2",-2.817782122,9.41e-10,-17.2336879396141
"1738","MF","GO:0005515","protein binding",297,"CHCHD2",-1.591962218,9.41e-10,-17.2336879396141
"1739","MF","GO:0005515","protein binding",297,"SESN3",-1.155057082,9.41e-10,-17.2336879396141
"1740","MF","GO:0005515","protein binding",297,"LAMP1",-1.142189529,9.41e-10,-17.2336879396141
"1741","MF","GO:0005515","protein binding",297,"MPC1",-1.363504311,9.41e-10,-17.2336879396141
"1742","MF","GO:0005515","protein binding",297,"COTL1",-1.895838907,9.41e-10,-17.2336879396141
"1743","MF","GO:0005515","protein binding",297,"CHP1",-1.070573012,9.41e-10,-17.2336879396141
"1744","MF","GO:0005515","protein binding",297,"MAP3K8",-1.169600565,9.41e-10,-17.2336879396141
"1745","MF","GO:0005515","protein binding",297,"TGM5",-3.147235824,9.41e-10,-17.2336879396141
"1746","MF","GO:0005515","protein binding",297,"PPFIA3",-1.269088423,9.41e-10,-17.2336879396141
"1747","MF","GO:0005515","protein binding",297,"MSX2",-1.108137438,9.41e-10,-17.2336879396141
"1748","MF","GO:0005515","protein binding",297,"FST",-2.404934922,9.41e-10,-17.2336879396141
"1749","MF","GO:0005515","protein binding",297,"SLC30A1",-1.854810717,9.41e-10,-17.2336879396141
"1750","MF","GO:0005515","protein binding",297,"SDHD",-1.073238405,9.41e-10,-17.2336879396141
"1751","MF","GO:0005515","protein binding",297,"RUNDC3A",-1.760027929,9.41e-10,-17.2336879396141
"1752","MF","GO:0005515","protein binding",297,"BSCL2",-1.279266651,9.41e-10,-17.2336879396141
"1753","MF","GO:0005515","protein binding",297,"SCNN1G",-2.232669958,9.41e-10,-17.2336879396141
"1754","MF","GO:0005515","protein binding",297,"TOM1L2",-1.524092373,9.41e-10,-17.2336879396141
"1755","MF","GO:0005515","protein binding",297,"OLFM2",-1.116971634,9.41e-10,-17.2336879396141
"1756","MF","GO:0005515","protein binding",297,"NCL",-1.298388981,9.41e-10,-17.2336879396141
"1757","MF","GO:0005515","protein binding",297,"SCNN1B",-3.408094776,9.41e-10,-17.2336879396141
"1758","MF","GO:0005515","protein binding",297,"HAT1",-1.007231052,9.41e-10,-17.2336879396141
"1759","MF","GO:0005515","protein binding",297,"GEMIN4",-1.045195773,9.41e-10,-17.2336879396141
"1760","MF","GO:0005515","protein binding",297,"SNRPF",-1.013021811,9.41e-10,-17.2336879396141
"1761","MF","GO:0005515","protein binding",297,"PHLDB2",-1.286264995,9.41e-10,-17.2336879396141
"1762","MF","GO:0005515","protein binding",297,"COL17A1",-1.96877789,9.41e-10,-17.2336879396141
"1763","MF","GO:0005515","protein binding",297,"PMEL",-3.405802021,9.41e-10,-17.2336879396141
