ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
UBXN1,-0.587663692,0.201343539,140.3522222,0.002834163,0.010201214,
NXF1,1.370911746,0.176038537,378.9180832,3.01E-15,5.25E-14,
RPL29,-2.553971936,0.129090637,334.7419432,6.21E-88,6.85E-86,
FGF19,6.133330052,2.425500899,9.31900457,8.65E-06,5.58E-05,
PDZK1IP1,-4.3434859,0.94344702,10.49122259,5.12E-07,4.03E-06,
CMPK1,-1.854848282,0.277033147,56.5628196,4.97E-12,6.72E-11,
USP24,0.743681718,0.268538136,57.09496629,0.004021129,0.01384175,
KLHL21,2.23468818,0.186779075,185.4898818,1.13E-33,4.58E-32,
PDPN,-3.849498051,0.95872325,8.610936438,7.03E-06,4.62E-05,
SDC3,1.015089319,0.377546584,30.42663147,0.003814541,0.013226297,
PEF1,-1.073728374,0.203954694,101.8322649,7.28E-08,6.49E-07,
SYNC,1.575655704,0.708596769,9.195295788,0.006548489,0.02099655,
CAMK2N1,1.300263714,0.332254801,49.30376186,3.75E-05,0.000214536,
SCNN1D,4.866518205,1.022051363,22.54460351,1.54E-06,1.12E-05,
OMA1,-3.238630775,1.156605974,6.296189476,0.000452513,0.002027493,
MYSM1,1.217347232,0.328944996,60.50335633,9.93E-05,0.000519451,
FUBP1,1.498486011,0.152788421,296.9785652,3.92E-23,1.04E-21,
DNAJB4,2.335507358,0.250383224,143.2318029,2.42E-21,6.00E-20,
NTNG1,4.650477336,2.465618355,3.949890787,0.000654153,0.002809619,
GBP2,-1.961905339,1.091959002,8.247004844,0.013822802,0.039306546,
SLC30A7,1.617231858,0.436612705,39.08643929,6.62E-05,0.000360641,
ZNF281,1.948691503,0.289783154,70.2597149,4.46E-12,6.05E-11,
IGSF8,-1.021383171,0.36130157,33.87981412,0.002407374,0.008835574,
DDR2,2.293321752,1.081150002,14.29513869,0.008887955,0.027136288,
PEA15,1.319103543,0.084039245,1112.667676,6.85E-56,4.59E-54,
PEX19,-0.80767185,0.301167749,43.01606369,0.004842206,0.016274341,
C1orf74,-1.054294879,0.39250872,23.97737549,0.003568172,0.012491318,
FLVCR1,1.89925569,0.796879098,8.40461879,0.003464949,0.012170094,
ATF3,3.475018153,0.236730935,560.9602073,3.18E-49,1.85E-47,
RBM15,1.998739316,0.318214611,103.3945434,9.22E-11,1.12E-09,
IER5,0.958165365,0.10957173,707.2236403,1.21E-18,2.56E-17,
BPNT1,-1.242847685,0.406157584,23.14276436,0.000881141,0.003645006,
TFB2M,1.155658393,0.331987355,43.4256394,0.000234659,0.001121681,
MAPKAPK2,0.667087849,0.186379967,142.2454974,0.000261559,0.001236983,
MRPL55,-1.114466472,0.497759645,18.15941037,0.010932952,0.032293393,
WDR26,0.901577672,0.18435553,159.5749781,6.35E-07,4.93E-06,
REL,1.698644485,0.485420495,34.66027848,0.00014098,0.000709012,
TRIM17,2.484358518,0.739721046,13.76472481,0.000146742,0.000735574,
DPY30,-1.264016712,0.377539673,28.25393816,0.000321838,0.001489891,
ARL5A,-2.248540593,0.39244074,28.04361259,1.76E-09,1.91E-08,
LRATD1,-3.288757524,0.54643157,18.66714377,2.30E-10,2.69E-09,
WDCP,1.89208806,0.348734689,61.95698724,1.57E-08,1.54E-07,
VSNL1,-6.135648743,1.569886905,8.002149207,3.60E-06,2.47E-05,
SPATA18,-2.607111824,0.948102771,6.230823707,0.000769191,0.003236231,
SGPP2,-1.595208636,0.357655909,34.93957395,2.33E-06,1.65E-05,
MSX1,3.953250249,2.137644134,18.11280428,0.000702265,0.00299027,
BNIPL,-2.64933895,0.259488204,72.50206467,2.78E-25,8.06E-24,
BOLA3,-1.239335234,0.501750857,14.94218708,0.005159164,0.017139253,
CDC42EP3,1.135231707,0.411345845,28.10310688,0.002727406,0.00987102,
S100A11,-2.578209991,0.05763549,3877.396309,0,0,
LCE3D,0.826946138,0.144095358,772.2259971,6.44E-09,6.63E-08,
IVL,-4.317810043,0.125897906,1245.179847,9.29E-259,4.93E-256,
SPRR3,-2.395550882,0.355659295,69.82637973,2.54E-12,3.50E-11,
DHX57,-1.199766567,0.583117616,10.63580889,0.01500708,0.042110147,
SPRR2D,-2.390796129,0.167593109,328.0306033,5.99E-47,3.36E-45,
PGLYRP4,-3.465453307,0.632151474,18.9886332,4.88E-09,5.07E-08,
S100A9,-3.826641671,0.117735686,2354.047322,8.41E-233,3.63E-230,
TGFA,-0.850776279,0.290973145,43.18291029,0.002179636,0.008085745,
CCNYL1,1.96220426,0.320205735,48.57497113,2.17E-10,2.54E-09,
ANTXR2,1.703921786,0.572505916,16.85370289,0.000762677,0.003214704,
CGGBP1,1.193877623,0.246119493,98.20564895,5.99E-07,4.66E-06,
GPR155,-2.69242839,1.695670131,2.538305228,0.009475209,0.02861223,
DAPL1,-9.967516891,2.994261389,19.41316873,4.03E-12,5.47E-11,
PMVK,-1.421680876,0.250296094,79.88602429,4.74E-09,4.93E-08,
PBXIP1,-1.486694408,0.588208505,11.75997069,0.003223657,0.01142143,
CLDN1,-3.380637344,0.145805552,288.0721229,7.43E-120,1.21E-117,
YY1AP1,1.261899943,0.198689253,246.3502618,1.00E-10,1.21E-09,
KBTBD8,1.478267176,0.479636896,32.42236443,0.000688573,0.00294098,
NAXE,-1.81632358,0.308979885,46.81303452,9.76E-10,1.08E-08,
IGFN1,10.86865985,2.594097373,155.5886041,1.62E-17,3.24E-16,
ATP1A1,-0.886062325,0.139236453,223.330425,1.25E-10,1.50E-09,
IGFBP7,-3.629872999,0.423397186,46.47317046,1.08E-18,2.29E-17,
ARPC2,-1.335165167,0.127572823,248.655417,4.95E-26,1.49E-24,
CCT3,-0.51460167,0.100258188,465.0880589,2.44E-07,2.02E-06,
TMEM79,-3.139025662,0.237624538,128.9550484,9.32E-41,4.59E-39,
SSR2,-0.871099307,0.349941458,31.91460605,0.007755424,0.024246682,
CRYBA2,3.50675583,2.142845291,16.44274582,0.001971389,0.007414875,
CIP2A,1.574293736,0.439283955,52.01787583,0.000116012,0.000596264,
CWC22,1.186934266,0.228528372,109.6485682,1.17E-07,1.01E-06,
ANKZF1,0.834276732,0.381603532,25.01738456,0.018224477,0.049342314,
STT3B,-1.33822737,0.225731676,82.05697845,1.22E-09,1.34E-08,
NUAK2,-2.013859351,0.533990984,17.59392163,3.10E-05,0.000180918,
PRKCI,0.968068403,0.197906237,118.3857051,5.98E-07,4.66E-06,
IFI16,-0.46589934,0.202299475,107.8546443,0.018473319,0.049903334,
EIF5A2,1.917835879,0.651906153,11.80879278,0.000692703,0.002956633,
RPL22L1,-0.89438175,0.238234002,71.25371378,0.000106796,0.000555098,
RYBP,1.950569821,0.294735296,81.5684049,9.80E-12,1.29E-10,
PPP4R2,1.071923093,0.257460054,80.55328359,1.66E-05,0.000101588,
NEPRO,0.960893891,0.348078247,43.84373965,0.00330747,0.011685376,
CDS1,-1.168154206,0.306986026,40.60663322,6.40E-05,0.000349912,
PTPN13,-1.971529776,0.314659111,43.61792253,7.98E-11,9.71E-10,
THOC7,-0.979992125,0.244147856,71.95258019,3.38E-05,0.000194932,
ATXN7,1.205168273,0.343728655,36.87882393,0.000204649,0.000994071,
TIPARP,0.763661005,0.192284001,128.8977263,4.98E-05,0.000278802,
CCNL1,1.584690254,0.169850358,367.6523573,4.04E-21,9.72E-20,
RPL9,-1.291621439,0.155034868,172.7523767,3.36E-17,6.60E-16,
SMIM14,-2.358759766,0.872708717,6.433171734,0.000890296,0.003680671,
DNASE1L3,-6.346069903,2.890931991,3.612690093,0.000101817,0.000531222,
CXCL3,5.067478583,1.239115678,54.66557711,3.38E-06,2.34E-05,
CXCL1,3.538605187,0.502808886,94.31345168,7.25E-13,1.06E-11,
RCHY1,2.120367592,0.430269575,38.27409337,2.00E-07,1.68E-06,
KIAA1143,-1.443179706,0.67758988,8.832041205,0.009236732,0.028027024,
SLC6A20,1.727149436,0.957595695,8.020435928,0.01615467,0.044837982,
ZNF148,0.894348255,0.377630802,31.9089932,0.010729151,0.03175258,
ZC3H12A,2.108113206,0.190716661,208.2068156,4.86E-29,1.67E-27,
SNIP1,1.257579098,0.322846748,67.7067877,4.41E-05,0.0002493,
POLR2H,0.947639447,0.261285638,62.36101307,0.000170665,0.000845363,
LIPH,-2.614288748,0.967983505,6.552998095,0.000764246,0.003219352,
RPN1,-0.511422851,0.158828417,155.7166707,0.001093754,0.004419854,
TKT,-1.202476848,0.267119701,56.42256441,2.98E-06,2.08E-05,
PRKCD,1.14535971,0.212574153,116.0918927,3.56E-08,3.30E-07,
SFMBT1,2.863693355,0.592022939,22.34323032,2.60E-07,2.14E-06,
UVSSA,1.693563974,0.613805846,13.95207249,0.001515132,0.005909784,
SLBP,0.87810556,0.207516809,125.196118,1.58E-05,9.69E-05,
UBXN7,1.113513969,0.230152415,127.1852537,6.88E-07,5.29E-06,
PIGX,-1.425592019,0.688239642,8.753718632,0.010587783,0.031421809,
MELTF,3.205877529,0.803540993,13.81019712,1.31E-05,8.14E-05,
S100P,-0.932842208,0.416145315,66.08851364,0.013924338,0.039538242,
AIMP1,0.910230649,0.272068906,68.71251795,0.000507301,0.002245992,
SGMS2,1.94569135,0.273192807,83.98959188,2.69E-13,4.08E-12,
METAP1,-0.717411579,0.272452823,54.25205184,0.006052129,0.019610091,
PGRMC2,-0.777822618,0.331077587,32.62718977,0.012552955,0.036298076,
CCDC51,-1.219029487,0.49051693,19.16727361,0.005034518,0.016809706,
SHISA5,-0.700858485,0.304267569,39.93108919,0.015178394,0.042504432,
APEH,-1.667494735,0.313225589,40.66114778,2.78E-08,2.62E-07,
RAD54L2,2.165256389,0.411967715,50.79162766,3.56E-08,3.30E-07,
DUSP7,-0.543298816,0.180945341,115.371496,0.002229467,0.008241802,
PPM1M,1.819841324,1.065222313,4.345308058,0.014874956,0.041832972,
C4orf3,-1.359208132,0.157649365,181.0115611,2.56E-18,5.31E-17,
SAP30,1.566837245,0.548466246,17.24189872,0.001211609,0.004845033,
ANXA5,1.064652285,0.120514404,391.1192617,5.46E-19,1.18E-17,
ABCE1,0.701005393,0.193253742,123.6231195,0.000214396,0.0010345,
OTUD4,1.049114069,0.294598631,53.67948198,0.000197281,0.000961669,
ELOVL7,-0.842136417,0.32762555,39.59471101,0.006387501,0.020532848,
NDUFAF2,-1.725432067,0.301040694,58.03633475,2.57E-09,2.75E-08,
NIPBL,1.109741997,0.243108117,101.5835194,2.62E-06,1.84E-05,
STARD4,0.635300527,0.268420944,54.15226544,0.013906477,0.039517874,
F2RL1,-1.41790992,0.259347862,80.32075412,1.61E-08,1.58E-07,
NDUFS4,-1.278841624,0.231917727,84.59163444,1.45E-08,1.43E-07,
GRPEL2,0.958447608,0.335348348,38.98853583,0.002427986,0.008901757,
SERINC5,-1.032703878,0.41740083,20.26877499,0.006625491,0.021208947,
CASP3,1.05470245,0.237077782,75.85240097,4.63E-06,3.12E-05,
CMYA5,3.353603112,0.691347853,41.69649496,4.55E-07,3.62E-06,
UBLCP1,-0.631963909,0.277528918,47.32180242,0.017437614,0.047632436,
NSA2,-1.367465959,0.347953127,33.87279165,3.08E-05,0.000179878,
ADGRF2,-4.420363453,2.871188891,2.271740875,0.002480925,0.009078961,
SEPTIN8,-0.656448222,0.289088235,40.8421856,0.017311116,0.047352507,
GDF9,5.630862938,2.190663377,63.11644983,3.98E-06,2.71E-05,
UQCRQ,-3.200401673,0.281930616,74.22982637,8.87E-31,3.22E-29,
SLC35A1,-1.496112185,0.377809234,32.87311463,2.34E-05,0.000140213,
CGAS,4.043877593,0.650635677,25.62200726,1.35E-10,1.62E-09,
CITED2,-1.957983703,0.314007291,55.49914248,9.73E-11,1.18E-09,
CREBRF,1.573303097,0.490509355,44.62864988,0.000458304,0.002046793,
TMEM200A,1.210718609,0.495346321,22.52628652,0.00610941,0.019765748,
RAET1E,-4.797827987,0.46606484,43.60005314,1.16E-25,3.45E-24,
DAGLB,0.942072341,0.332731529,45.84692119,0.002723018,0.009864863,
KIAA0895,1.853774038,0.446257768,32.80077364,8.73E-06,5.62E-05,
TRA2A,0.976698228,0.195734661,204.2293007,3.56E-07,2.87E-06,
RPS14,-1.938739596,0.148108059,193.2879301,8.44E-40,4.06E-38,
SLU7,0.798049958,0.202128969,154.7849939,5.54E-05,0.000307598,
PTTG1,-2.342461132,0.338955479,45.24233554,8.14E-13,1.17E-11,
STEAP1,-1.794151617,0.861282353,7.019533998,0.00650416,0.020864113,
MIOS,-1.025466198,0.457641392,17.74557174,0.012323885,0.035715705,
FABP5,-5.546555916,0.224076163,262.3264628,6.16E-136,1.29E-133,
BRI3,0.870580293,0.324520495,39.27582692,0.004541187,0.015374972,
CTSB,-0.383440434,0.150875547,167.0974725,0.010003092,0.029937686,
RAD21,0.61633594,0.183784915,134.6612924,0.000641064,0.002761312,
MED30,1.714866217,0.358338858,40.00495974,4.73E-07,3.75E-06,
PHKG1,4.180668613,2.138940994,19.84401684,0.000394244,0.001788482,
KCNV1,3.75950219,2.488647891,3.204840527,0.003076578,0.010970742,
DNAAF5,-1.290488311,0.653465314,8.615102856,0.016022274,0.044506318,
OSGIN2,1.380165874,0.388343892,28.31840361,0.000139011,0.000700639,
DEFB1,-3.094772027,0.245662063,343.4850889,2.41E-37,1.07E-35,
SUN1,0.801265996,0.268025052,64.11610589,0.001903024,0.007206844,
GPR146,2.449648712,2.789016022,3.174839384,0.015573473,0.043466531,
GPER1,4.842935006,2.338271172,8.440978985,0.000227697,0.001091425,
TMEM184A,-1.916350663,0.310543748,48.31703526,1.52E-10,1.80E-09,
SLC4A2,1.088043828,0.355842673,33.41724317,0.001105534,0.00446223,
ALDH7A1,-3.481961889,1.207220113,4.43023185,0.000457879,0.002045788,
COX6C,-1.792613916,0.275711359,72.92672856,1.94E-11,2.48E-10,
YWHAZ,-0.69072256,0.107376049,403.0434744,9.52E-11,1.15E-09,
GEM,5.490982053,0.652531583,117.4039756,6.32E-17,1.21E-15,
PDP1,1.338914599,0.32810578,42.27895706,1.76E-05,0.000107279,
FAM219A,1.302215035,0.283989138,52.24217749,1.87E-06,1.34E-05,
NUDT2,-1.860044212,0.437730699,30.45390741,4.61E-06,3.11E-05,
NFIL3,1.803271296,0.180883552,185.794408,5.75E-24,1.57E-22,
KDM1B,-1.242859111,0.378521389,25.90819069,0.000415721,0.001877272,
GKAP1,4.4975426,1.334784179,11.80319212,6.06E-05,0.000333702,
C9orf64,2.112964171,0.471508241,24.8374203,1.47E-06,1.07E-05,
CARD19,1.676257802,0.445670527,25.35075909,4.65E-05,0.000262343,
ATP7A,-1.63051509,0.870491591,5.603541962,0.012376625,0.035836638,
NDUFB6,-1.763658777,0.392851975,31.02253196,1.71E-06,1.23E-05,
AQP3,-1.796641483,0.103926878,525.5191767,1.44E-67,1.23E-65,
STOML2,-0.935025195,0.170678413,140.6873317,2.58E-08,2.45E-07,
MELK,-1.59851917,0.563468277,14.5087812,0.001162377,0.004668454,
SPTSSA,-0.787554562,0.294770636,44.04296593,0.005038451,0.016815144,
CFL2,1.217922611,0.54813841,13.54459568,0.010353795,0.030833484,
GTF2A1,0.847696831,0.380772699,26.8914563,0.016252458,0.045027889,
INPPL1,2.999201728,0.276568142,104.5038736,4.10E-28,1.36E-26,
GJB2,-4.117373175,0.1733019,287.4410386,9.70E-126,1.74E-123,
SKA3,-4.726603201,2.892750547,2.896791601,0.001764376,0.006757812,
PCF11,1.285713152,0.233296086,149.1808939,1.68E-08,1.65E-07,
RPL36AL,-0.282002308,0.105149099,581.6829555,0.006945532,0.022095052,
ZNF22,1.363930587,0.486004988,20.07395031,0.001836339,0.006986897,
KLHDC2,-1.429540004,0.627229191,10.226126,0.006589982,0.021114871,
EML5,1.942633747,1.15127058,4.480885752,0.016159502,0.044842375,
ARF6,-0.987391072,0.179848462,127.2091693,2.29E-08,2.18E-07,
NUDT5,-1.960053668,0.379981774,27.79160465,5.21E-08,4.73E-07,
BEND7,2.230388632,0.837514715,11.06333146,0.001584259,0.00614123,
ATP5F1C,-1.933645497,0.211281504,98.23255922,1.25E-20,2.93E-19,
PRDX3,-0.899955713,0.325069203,40.23118395,0.003336107,0.011768474,
GHITM,-0.490532333,0.129250719,236.7683147,0.000127842,0.000650044,
SNAPC4,2.016853011,0.434033136,33.24540898,7.95E-07,6.06E-06,
SPACA9,-1.931073801,1.141810456,3.854540234,0.012337217,0.035745035,
TSC1,0.96305031,0.385365312,40.31987478,0.007101544,0.022508339,
DDX21,-0.847854021,0.147547026,215.4258999,6.00E-09,6.20E-08,
PIP4P1,1.389023239,0.226701311,112.6386862,3.61E-10,4.15E-09,
SLC39A2,-4.951946313,0.717173317,19.83738343,9.67E-13,1.38E-11,
NDRG2,-2.021809126,0.394091991,32.72234808,5.95E-08,5.36E-07,
RNASE7,1.837335354,0.13983522,580.4857253,5.68E-40,2.75E-38,
ZNF219,1.10934772,0.320797763,50.23108028,0.000269346,0.001269025,
ZFYVE1,0.817538829,0.259543548,86.12683487,0.001101479,0.004448467,
UBTD1,-1.168329789,0.410563975,24.98560398,0.001914629,0.007248802,
SLC39A13,2.382503755,0.280179239,71.48715318,3.58E-18,7.33E-17,
PSMC3,-1.067196995,0.193693601,126.3647924,1.90E-08,1.84E-07,
MOAP1,1.082698338,0.273759626,63.45632021,3.93E-05,0.000223746,
IFI27,-4.552826481,0.294718461,91.11755158,1.08E-54,7.13E-53,
SERPINA12,-2.687359887,0.611473941,18.04799564,1.65E-06,1.19E-05,
TAF1D,1.634880565,0.184990482,217.6825865,3.29E-19,7.18E-18,
R3HCC1L,1.403194459,0.319831249,48.72893097,4.28E-06,2.90E-05,
AMOTL1,-1.371075572,0.251528567,60.20061707,1.88E-08,1.82E-07,
HTRA1,-3.475755604,0.368972451,42.36091664,5.85E-22,1.48E-20,
SPRED1,2.302133929,0.583556113,21.05839578,1.71E-05,0.000104281,
GPR176,2.786868112,1.058857837,16.6080662,0.002512092,0.009178415,
RAB8B,1.303759121,0.284593534,105.6811759,1.90E-06,1.36E-05,
NDUFB8,-0.82868817,0.175623886,151.2673861,1.61E-06,1.16E-05,
CKB,-1.620763286,0.415968385,30.95537104,2.78E-05,0.000163145,
DPCD,-3.1201988,0.639968827,16.74652474,1.17E-07,1.02E-06,
LARP6,2.277127071,0.528700664,21.94151027,3.42E-06,2.36E-05,
ZNF319,1.57132456,0.572545236,14.88289547,0.001670386,0.006438919,
NOLC1,-1.3825692,0.205359311,104.9287004,6.29E-12,8.42E-11,
FRS2,0.741260282,0.317063395,52.62835836,0.013707846,0.039035963,
CCT2,-0.951809164,0.14008427,240.1321649,6.53E-12,8.74E-11,
SCN3B,3.188702639,2.382660504,4.194131013,0.005690275,0.018603599,
WBP1L,-1.015523143,0.373113669,25.73928271,0.00336148,0.011845869,
ANAPC16,-1.101533823,0.402990774,26.04429268,0.002908372,0.010432943,
APBB1,2.831698295,0.510835193,32.03075651,6.25E-09,6.45E-08,
TRIM44,1.433176972,0.339125209,42.29423456,8.74E-06,5.62E-05,
TPP1,0.687878484,0.181683,231.846768,0.00011645,0.000598292,
CYB5A,-3.941467526,0.735635379,12.6951823,9.86E-09,9.96E-08,
USP54,-2.771572613,0.97380971,6.24006469,0.00058351,0.002537802,
PPFIBP2,-3.294025124,0.756082032,10.20811164,1.60E-06,1.16E-05,
CYB5R2,-1.448103992,0.559431189,13.05639608,0.002876791,0.010338467,
SERPINB7,-3.712091705,0.176484991,348.252657,3.44E-99,4.57E-97,
RNF169,2.16792458,0.363783297,45.50964998,5.35E-10,6.09E-09,
RPL27A,-1.866753087,0.14505779,202.4448801,1.59E-38,7.43E-37,
CDYL2,3.113492212,0.647224553,19.93814548,3.02E-07,2.46E-06,
LEO1,-1.100472245,0.269769411,55.75322715,2.23E-05,0.000134074,
ZNF143,1.079413148,0.275056318,66.16424136,4.22E-05,0.000239537,
WEE1,-1.286557803,0.492894774,17.51129339,0.003349241,0.011811789,
MCM7,-1.091952331,0.330006936,59.42407523,0.000466957,0.002080857,
RIMKLB,1.516624107,0.343524377,60.17803389,3.60E-06,2.47E-05,
A2ML1,-3.653700659,0.18215904,240.7079209,2.05E-90,2.33E-88,
TMED3,-1.625204299,0.603663413,10.84456342,0.001724682,0.006620476,
SEC11C,-1.34004718,0.443680535,22.13701695,0.00090109,0.003718612,
CDH16,-1.578872307,0.8675093,5.745051188,0.014778981,0.041596969,
RRAD,2.195649368,0.1478149,837.93507,1.83E-50,1.09E-48,
CIAO2B,-0.606986474,0.148875495,236.573029,3.69E-05,0.00021101,
HSP90B1,-1.080957784,0.079642884,888.8167193,3.55E-42,1.79E-40,
BEX3,-3.914359683,0.203902879,160.0695616,4.41E-83,4.54E-81,
B2M,-2.436091153,0.147020688,371.3396496,2.14E-62,1.64E-60,
ZNF592,0.83304033,0.34209537,41.70581724,0.009645166,0.029017503,
AP1G1,0.726757824,0.206417586,135.1306138,0.000311074,0.001444908,
YPEL4,4.067416081,2.251610196,7.432634178,0.000899483,0.003714205,
PPIB,-1.591252766,0.12477284,300.9230438,9.18E-38,4.15E-36,
KIF7,3.679069839,1.035245711,8.466963223,7.12E-05,0.000385067,
SCNN1G,-2.232669958,1.469504986,3.842016477,0.016354546,0.045219944,
RBPMS2,2.697399634,2.941817308,2.507155325,0.013150382,0.037728746,
NAV2,-2.821198596,1.163693678,4.659614363,0.001680098,0.00647274,
TERF2IP,0.587298493,0.211331028,102.862806,0.004437029,0.015103847,
CHP2,-3.385242341,0.837174102,11.16674732,4.87E-06,3.28E-05,
NAB2,0.845406042,0.208826106,96.94075351,3.42E-05,0.00019703,
PATL1,1.20926201,0.206707667,129.2292206,2.33E-09,2.50E-08,
STX3,1.024627347,0.191495297,159.2044051,4.08E-08,3.75E-07,
YWHAB,-0.621769018,0.190713116,112.0460813,0.000878523,0.003636358,
MAPRE2,-2.502461765,0.624214698,12.42977505,8.62E-06,5.56E-05,
MARS,0.830317552,0.189075635,154.2034108,7.64E-06,4.98E-05,
MBD6,1.328016451,0.299839015,58.70281508,3.91E-06,2.67E-05,
PDIA3,-1.855031619,0.160516839,194.066077,1.65E-31,6.27E-30,
PHB,-0.651228835,0.195174017,105.0033391,0.000653032,0.002805765,
ACSF2,-1.629021218,0.712145347,8.060437609,0.00500043,0.016724656,
CERCAM,-1.474233082,0.619307097,11.37713534,0.004848981,0.016293142,
C15orf39,0.961842119,0.443563663,22.07790744,0.016249897,0.045027889,
SP2,1.073301611,0.326054605,62.71168157,0.000524812,0.002312389,
CRK,0.599240458,0.175683219,133.5598768,0.000529637,0.002329929,
ZNF91,1.272841761,0.474174495,20.87515468,0.002896365,0.010395274,
CDK12,0.911002201,0.263269583,72.17499938,0.000332484,0.001533515,
POP5,-2.631017934,0.606281924,18.75109919,1.77E-06,1.27E-05,
ENGASE,2.201549967,0.343690681,105.8794334,4.11E-11,5.12E-10,
ATP5MG,-1.615239305,0.230924303,75.78416163,7.84E-13,1.14E-11,
TEPSIN,1.053818746,0.379989887,43.86937863,0.002904041,0.010420117,
STIM1,-1.060706419,0.452667055,18.47667908,0.009045189,0.027560965,
RRM1,-1.645984704,0.313823931,44.75043552,4.34E-08,3.98E-07,
IRGQ,1.026806247,0.404621637,41.00249776,0.005958182,0.019355674,
TPM4,-1.571442651,0.190515994,108.1380061,5.00E-17,9.69E-16,
GPX4,-0.55778422,0.178211363,116.3995773,0.001442991,0.005663618,
MIDN,0.883512269,0.208283471,107.0074247,1.42E-05,8.81E-05,
CDT1,-2.35889532,1.956350322,2.255131551,0.01477203,0.041585887,
TRAPPC2L,-2.060923457,0.64075443,12.71223203,0.000221046,0.0010625,
ANKRD11,0.92681603,0.345946735,36.6844527,0.00435298,0.01484704,
RSKR,1.342693349,0.709733946,10.12121814,0.01842817,0.049805866,
RPL13,-2.102377307,0.158236657,198.6029406,5.08E-41,2.53E-39,
ZNF641,2.417163047,0.742567796,13.02077735,0.000214139,0.001033981,
TP53I13,1.919882145,0.469140517,20.73404446,9.80E-06,6.25E-05,
KMT2D,1.2039431,0.297471979,66.2300771,2.39E-05,0.000142386,
TUBA1A,0.788267733,0.217329689,92.77801812,0.000200327,0.000974792,
TUBA1C,0.520278048,0.095681547,471.8623928,4.65E-08,4.24E-07,
ZNF528,1.606482008,0.566583381,15.09923686,0.001293519,0.005129471,
SERTAD3,2.255749647,0.244582593,111.7565264,6.23E-21,1.48E-19,
NCKAP5L,2.090540874,0.621409659,21.46500318,0.000184372,0.000906424,
GPD1,3.655483548,2.155420996,12.81346272,0.001506311,0.005882028,
PROSER3,1.066843494,0.513953696,24.70688764,0.018232621,0.049342807,
AXL,2.457326353,0.498388671,39.30827916,1.85E-07,1.56E-06,
NFKBID,3.352867436,0.548333605,30.90365298,1.78E-10,2.10E-09,
LENG8,2.722336182,0.135484161,626.6397418,1.60E-90,1.84E-88,
CDC42EP5,-2.624476811,0.891124775,10.84737095,0.000349402,0.001604041,
ZNF146,0.505418349,0.20983249,97.7898028,0.013740297,0.039120301,
SPINT2,-0.60631922,0.144807104,216.2444175,2.28E-05,0.000136478,
C19orf33,-2.37169724,0.200650374,377.2488712,4.80E-33,1.91E-31,
LY6D,-6.004129361,0.220006118,396.0057639,9.46E-165,2.84E-162,
EEF2,-1.450918315,0.077449643,1379.836144,9.07E-79,8.88E-77,
NXN,-1.063158904,0.329727468,37.35695848,0.000632363,0.00272877,
MFSD3,-3.342249865,0.551513386,20.34346679,1.51E-10,1.79E-09,
KIFC2,1.376396194,0.195017197,132.7409597,6.65E-13,9.74E-12,
TSR1,-1.089677488,0.263183624,57.37261322,1.77E-05,0.000107593,
TRPV3,2.690048302,0.203418398,203.73088,1.46E-40,7.12E-39,
GGT6,-3.542465063,0.602156286,19.92742515,4.56E-10,5.21E-09,
KLK5,-2.825639545,0.105683708,741.3955895,2.77E-158,6.82E-156,
KLK6,1.087191355,0.409374129,35.69442475,0.003903651,0.013487829,
KLK11,-2.119350456,0.22782428,94.55490272,2.72E-21,6.68E-20,
KLK13,-2.6597064,0.731565575,13.22253683,3.37E-05,0.000194426,
KRT80,-2.12731786,0.198205617,170.3358708,1.39E-27,4.53E-26,
KRT1,-5.877568125,0.1216557,1109.474328,0,0,
ACER1,-4.340162042,0.823626082,19.35384323,1.27E-08,1.26E-07,
ANGPTL4,1.586867813,0.422069957,27.38422659,5.08E-05,0.000283885,
ZNF558,1.215028469,0.490644446,21.31547422,0.005556805,0.018249382,
NDUFV1,-1.625533384,0.328299486,37.23953965,2.07E-07,1.73E-06,
CDK2AP2,-1.306678576,0.428882591,25.2481956,0.000856741,0.003555797,
NUDT8,-4.619580194,1.169147201,7.454908525,9.99E-06,6.35E-05,
PRDX2,-2.335406914,0.239645936,79.48364251,3.33E-23,8.83E-22,
HID1,2.523808504,0.69845998,15.7304635,5.51E-05,0.000306049,
MRPL58,-0.994421299,0.312278887,51.63012562,0.000784391,0.003290151,
ATP5PD,-2.351623635,0.27949877,63.18370435,6.51E-18,1.32E-16,
TMEM88,2.89487386,0.482795796,118.0311958,5.57E-10,6.34E-09,
EVPL,-0.980124371,0.201415206,108.5895203,6.51E-07,5.03E-06,
TK1,-4.068695519,0.887177935,11.87550585,6.59E-07,5.08E-06,
GSDMA,-2.505280187,0.340650684,59.69359551,2.99E-14,4.88E-13,
KRT24,-4.182758059,1.666583966,4.077467336,0.000708127,0.003010522,
FAM234A,-1.889682599,0.618542555,11.32919573,0.000440153,0.001975962,
MLST8,-1.517085739,0.561854007,13.18998971,0.001920225,0.007260567,
E4F1,1.065728043,0.390153926,32.86310692,0.003185271,0.01130284,
KCTD5,0.915900009,0.249570705,90.43399214,0.000148188,0.000741479,
SRRM2,0.998808468,0.111146592,835.0581945,2.27E-19,5.00E-18,
DDB1,-0.735148906,0.253627331,65.25872212,0.002671254,0.009695765,
