initial_alias,converted_alias,name,description,namespace,,,,,From,To,Species,Gene Name,,,,,,4963,OFC1,Homo sapiens,orofacial cleft 1(OFC1),,,,,,,,,,,,fibro down,,,,,,,,,,mono up,,,,,,,,,mono down,,,
15227,None,None,None,,,,,,35892,AIMP1,Drosophila melanogaster,aaRS-interacting multifunctional protein 1(AIMP1),,,,,,9070,ASH2L,Homo sapiens,"ASH2 like, histone lysine methyltransferase complex subunit(ASH2L)",,,,,,,,,,,20850,Stat5a,Mus musculus,signal transducer and activator of transcription 5A(Stat5a),,,,,,,,18829,Ccl21a,Mus musculus,C-C motif chemokine ligand 21 (serine)(Ccl21a),,,,,,,,,
43127,None,None,None,,,,,,33230,rempA,Drosophila melanogaster,reduced mechanoreceptor potential A(rempA),,,,,,9071,CLDN10,Homo sapiens,claudin 10(CLDN10),,,,,,,,,,,14731,Gpaa1,Mus musculus,GPI anchor attachment protein 1(Gpaa1),,,,,,,,18826,Lcp1,Mus musculus,lymphocyte cytosolic protein 1(Lcp1),,,,,,,,,
34087,None,None,None,,,,,,35891,CG8237,Drosophila melanogaster,uncharacterized protein(CG8237),,,,,,9076,CLDN1,Homo sapiens,claudin 1(CLDN1),,,,,,,,,,,14179,Fgf8,Mus musculus,fibroblast growth factor 8(Fgf8),,,,,,,,11630,Crybg1,Mus musculus,crystallin beta-gamma domain containing 1(Crybg1),,,,,,,,,
27829,None,None,None,,,,,,35890,CG8243,Drosophila melanogaster,uncharacterized protein(CG8243),,,,,,9075,CLDN2,Homo sapiens,claudin 2(CLDN2),,,,,,,,,,,20500,Slc13a2,Mus musculus,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2(Slc13a2)",,,,,,,,18828,Plscr2,Mus musculus,phospholipid scramblase 2(Plscr2),,,,,,,,,
39528,None,None,None,,,,,,33231,Tspo,Drosophila melanogaster,Translocator protein(Tspo),,,,,,3527,IGKV3OR22-2,Homo sapiens,immunoglobulin kappa variable 3/OR22-2 (pseudogene)(IGKV3OR22-2),,,,,,,,,,,21399,Tcea1,Mus musculus,transcription elongation factor A (SII) 1(Tcea1),,,,,,,,11632,Aip,Mus musculus,aryl-hydrocarbon receptor-interacting protein(Aip),,,,,,,,,
28729,None,None,None,,,,,,33232,uncNacbeta,Drosophila melanogaster,uncharacterized nascent polypeptide-associated complex beta subunit(uncNacbeta),,,,,,3525,IGKV1OR1-1,Homo sapiens,immunoglobulin kappa variable 1/OR1-1 (pseudogene)(IGKV1OR1-1),,,,,,,,,,,14180,Fgf9,Mus musculus,fibroblast growth factor 9(Fgf9),,,,,,,,12490,Cd34,Mus musculus,CD34 antigen(Cd34),,,,,,,,,
5285,None,None,None,,,,,,36989,Ns2,Drosophila melanogaster,Nucleostemin 2(Ns2),,,,,,4852,NPY,Homo sapiens,neuropeptide Y(NPY),,,,,,,,,,,20504,Slc17a1,Mus musculus,"solute carrier family 17 (sodium phosphate), member 1(Slc17a1)",,,,,,,,17025,Alad,Mus musculus,"aminolevulinate, delta-, dehydratase(Alad)",,,,,,,,,
33228,None,None,None,,,,,,33226,lwr,Drosophila melanogaster,lesswright(lwr),,,,,,3529,IGKV2OR22-3,Homo sapiens,immunoglobulin kappa variable 2/OR22-3 (pseudogene)(IGKV2OR22-3),,,,,,,,,,,20503,Slc16a7,Mus musculus,"solute carrier family 16 (monocarboxylic acid transporters), member 7(Slc16a7)",,,,,,,,12491,Cd36,Mus musculus,CD36 molecule(Cd36),,,,,,,,,
16130,None,None,None,,,,,,31289,CG3603,Drosophila melanogaster,uncharacterized protein(CG3603),,,,,,4870,NPM1P1,Homo sapiens,nucleophosmin 1 pseudogene 1(NPM1P1),,,,,,,,,,,14270,Srgap2,Mus musculus,SLIT-ROBO Rho GTPase activating protein 2(Srgap2),,,,,,,,21527,Tcra-V2.3,Mus musculus,"T cell receptor alpha, variable 2.3(Tcra-V2.3)",,,,,,,,,
1726,None,None,None,,,,,,35889,Spt,Drosophila melanogaster,Spitting Image(Spt),,,,,,3531,IGKV1OR2-1,Homo sapiens,immunoglobulin kappa variable 1/OR2-1 (pseudogene)(IGKV1OR2-1),,,,,,,,,,,14276,Folr2,Mus musculus,folate receptor beta(Folr2),,,,,,,,26891,Cops4,Mus musculus,COP9 signalosome subunit 4(Cops4),,,,,,,,,
11629,None,None,None,,,,,,33227,Spp,Drosophila melanogaster,Signal peptide peptidase(Spp),,,,,,5726,TAS2R38,Homo sapiens,taste 2 receptor member 38(TAS2R38),,,,,,,,,,,13980,X83319,Mus musculus,EST X83319(X83319),,,,,,,,15405,Hoxa9,Mus musculus,homeobox A9(Hoxa9),,,,,,,,,
1686,None,None,None,,,,,,35888,CG8248,Drosophila melanogaster,uncharacterized protein(CG8248),,,,,,10730,YME1L1,Homo sapiens,YME1 like 1 ATPase(YME1L1),,,,,,,,,,,19044,Ppox,Mus musculus,protoporphyrinogen oxidase(Ppox),,,,,,,,19692,Reg1,Mus musculus,regenerating islet-derived 1(Reg1),,,,,,,,,
29586,None,None,None,,,,,,33225,ush,Drosophila melanogaster,u-shaped(ush),,,,,,10732,TCFL5,Homo sapiens,transcription factor like 5(TCFL5),,,,,,,,,,,19609,Rb(7.8)12Bnr,Mus musculus,"Robertsonian translocation, Chr 7 and 8, Universitat Bonn/Rhein 12(Rb(7.8)12Bnr)",,,,,,,,14325,Ftl1,Mus musculus,ferritin light polypeptide 1(Ftl1),,,,,,,,,
34129,None,None,None,,,,,,35886,Pgi,Drosophila melanogaster,Phosphoglucose isomerase(Pgi),,,,,,4430,MYO1B,Homo sapiens,myosin IB(MYO1B),,,,,,,,,,,19608,Rb(7.18)9Lub,Mus musculus,"Robertsonian translocation, Chr 7 and 18, Lubeck 9(Rb(7.18)9Lub)",,,,,,,,16985,Lsp1,Mus musculus,lymphocyte specific 1(Lsp1),,,,,,,,,
4386,None,None,None,,,,,,35885,CG30349,Drosophila melanogaster,uncharacterized protein(CG30349),,,,,,4431,MSBP1,Homo sapiens,minisatellite binding protein 1(MSBP1),,,,,,,,,,,15131,Hbb-bh0,Mus musculus,"hemoglobin, beta, pseudogene bh0(Hbb-bh0)",,,,,,,,18007,Neo1,Mus musculus,neogenin(Neo1),,,,,,,,,
8889,None,None,None,,,,,,36976,CG4866,Drosophila melanogaster,uncharacterized protein(CG4866),,,,,,4432,MSBP2,Homo sapiens,minisatellite binding protein 2(MSBP2),,,,,,,,,,,14160,Lgr5,Mus musculus,leucine rich repeat containing G protein coupled receptor 5(Lgr5),,,,,,,,18008,Nes,Mus musculus,nestin(Nes),,,,,,,,,
11589,None,None,None,,,,,,33228,nAChRbeta3,Drosophila melanogaster,nicotinic Acetylcholine Receptor beta3(nAChRbeta3),,,,,,4429,MRXS7,Homo sapiens,"mental retardation, X-linked, syndromic 7(MRXS7)",,,,,,,,,,,15132,Hbb-bh1,Mus musculus,"hemoglobin Z, beta-like embryonic chain(Hbb-bh1)",,,,,,,,15186,Hdc,Mus musculus,histidine decarboxylase(Hdc),,,,,,,,,
30491,None,None,None,,,,,,33229,Ets21C,Drosophila melanogaster,Ets at 21C(Ets21C),,,,,,10725,NFAT5,Homo sapiens,nuclear factor of activated T cells 5(NFAT5),,,,,,,,,,,20849,Stat4,Mus musculus,signal transducer and activator of transcription 4(Stat4),,,,,,,,15185,Hdac6,Mus musculus,histone deacetylase 6(Hdac6),,,,,,,,,
32288,None,None,None,,,,,,36978,Patronin,Drosophila melanogaster,patronin(Patronin),,,,,,10726,NUDC,Homo sapiens,"nuclear distribution C, dynein complex regulator(NUDC)",,,,,,,,,,,14961,H2-Ab1,Mus musculus,"histocompatibility 2, class II antigen A, beta 1(H2-Ab1)",,,,,,,,17927,Myod1,Mus musculus,myogenic differentiation 1(Myod1),,,,,,,,,
32328,None,None,None,,,,,,37817,CG10904,Drosophila melanogaster,uncharacterized protein(CG10904),,,,,,10728,PTGES3,Homo sapiens,prostaglandin E synthase 3(PTGES3),,,,,,,,,,,12426,Cckbr,Mus musculus,cholecystokinin B receptor(Cckbr),,,,,,,,17928,Myog,Mus musculus,myogenin(Myog),,,,,,,,,
43125,None,None,None,,,,,,36961,mthl3,Drosophila melanogaster,methuselah-like 3(mthl3),,,,,,23207,PLEKHM2,Homo sapiens,pleckstrin homology and RUN domain containing M2(PLEKHM2),,,,,,,,,,,20499,Slc12a7,Mus musculus,"solute carrier family 12, member 7(Slc12a7)",,,,,,,,17929,Myom1,Mus musculus,myomesin 1(Myom1),,,,,,,,,
38626,None,None,None,,,,,,36723,CG8192,Drosophila melanogaster,uncharacterized protein(CG8192),,,,,,10379,IRF9,Homo sapiens,interferon regulatory factor 9(IRF9),,,,,,,,,,,20498,Slc12a4,Mus musculus,"solute carrier family 12, member 4(Slc12a4)",,,,,,,,17925,Myo9b,Mus musculus,myosin IXb(Myo9b),,,,,,,,,
30488,None,None,None,,,,,,36725,CG8195,Drosophila melanogaster,uncharacterized protein(CG8195),,,,,,23452,ANGPTL2,Homo sapiens,angiopoietin like 2(ANGPTL2),,,,,,,,,,,13166,Dbh,Mus musculus,dopamine beta hydroxylase(Dbh),,,,,,,,17926,Myoc,Mus musculus,myocilin(Myoc),,,,,,,,,
35028,None,None,None,,,,,,37801,CG2812,Drosophila melanogaster,uncharacterized protein(CG2812),,,,,,5549,PRELP,Homo sapiens,proline and arginine rich end leucine rich repeat protein(PRELP),,,,,,,,,,,11305,Abca2,Mus musculus,"ATP-binding cassette, sub-family A member 2(Abca2)",,,,,,,,26886,Cenph,Mus musculus,centromere protein H(Cenph),,,,,,,,,
34089,None,None,None,,,,,,32586,UQCR-14,Drosophila melanogaster,Ubiquinol-cytochrome c reductase 14 kDa subunit(UQCR-14),,,,,,2053,EPHX2,Homo sapiens,epoxide hydrolase 2(EPHX2),,,,,,,,,,,14933,Gk,Mus musculus,glycerol kinase(Gk),,,,,,,,26889,Cln8,Mus musculus,CLN8 transmembrane ER and ERGIC protein(Cln8),,,,,,,,,
28689,None,None,None,,,,,,41291,fau,Drosophila melanogaster,fau(fau),,,,,,10357,HMGB1P1,Homo sapiens,high mobility group box 1 pseudogene 1(HMGB1P1),,,,,,,,,,,19943,Rpl28,Mus musculus,ribosomal protein L28(Rpl28),,,,,,,,15192,Hdgfl1,Mus musculus,HDGF like 1(Hdgfl1),,,,,,,,,
34987,None,None,None,,,,,,33679,CG15629,Drosophila melanogaster,uncharacterized protein(CG15629),,,,,,7991,TUSC3,Homo sapiens,tumor suppressor candidate 3(TUSC3),,,,,,,,,,,19824,Trim10,Mus musculus,tripartite motif-containing 10(Trim10),,,,,,,,26888,Clec4a2,Mus musculus,"C-type lectin domain family 4, member a2(Clec4a2)",,,,,,,,,
34988,None,None,None,,,,,,41285,tomboy20,Drosophila melanogaster,tomboy20(tomboy20),,,,,,5330,PLCB2,Homo sapiens,phospholipase C beta 2(PLCB2),,,,,,,,,,,21119,T(2;14)48H,Mus musculus,"reciprocal translocation, Chr 2 and 14, Harwell 48(T(2;14)48H)",,,,,,,,15191,Hdgf,Mus musculus,heparin binding growth factor(Hdgf),,,,,,,,,
38586,None,None,None,,,,,,41289,Cap-H2,Drosophila melanogaster,Chromosome associated protein H2(Cap-H2),,,,,,5331,PLCB3,Homo sapiens,phospholipase C beta 3(PLCB3),,,,,,,,,,,17776,Mast2,Mus musculus,microtubule associated serine/threonine kinase 2(Mast2),,,,,,,,12487,Cd28,Mus musculus,CD28 antigen(Cd28),,,,,,,,,
38627,None,None,None,,,,,,41287,CG14691,Drosophila melanogaster,uncharacterized protein(CG14691),,,,,,5332,PLCB4,Homo sapiens,phospholipase C beta 4(PLCB4),,,,,,,,,,,12402,Cbl,Mus musculus,Casitas B-lineage lymphoma(Cbl),,,,,,,,17930,Myom2,Mus musculus,myomesin 2(Myom2),,,,,,,,,
20592,None,None,None,,,,,,35600,Spn42Dc,Drosophila melanogaster,Serpin 42Dc(Spn42Dc),,,,,,10360,NPM3,Homo sapiens,nucleophosmin/nucleoplasmin 3(NPM3),,,,,,,,,,,18710,Pik3r3,Mus musculus,phosphoinositide-3-kinase regulatory subunit 3(Pik3r3),,,,,,,,12489,Cd33,Mus musculus,CD33 molecule(Cd33),,,,,,,,,
23330,None,None,None,,,,,,34992,her,Drosophila melanogaster,hermaphrodite(her),,,,,,785,CACNB4,Homo sapiens,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),,,,,,,,,,,20474,Six4,Mus musculus,sine oculis-related homeobox 4(Six4),,,,,,,,17932,Myt1,Mus musculus,myelin transcription factor 1(Myt1),,,,,,,,,
43126,None,None,None,,,,,,34991,Trpgamma,Drosophila melanogaster,Transient receptor potential cation channel gamma(Trpgamma),,,,,,786,CACNG1,Homo sapiens,calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1),,,,,,,,,,,17180,Matn1,Mus musculus,"matrilin 1, cartilage matrix protein(Matn1)",,,,,,,,27827,335F15F,Mus musculus,"DNA segment, 335F15F (Research Genetics)(335F15F)",,,,,,,,,
30531,None,None,None,,,,,,32330,Mrgn1,Drosophila melanogaster,Mahogunin ring finger 1(Mrgn1),,,,,,788,SLC25A20,Homo sapiens,solute carrier family 25 member 20(SLC25A20),,,,,,,,,,,15566,Htr7,Mus musculus,5-hydroxytryptamine (serotonin) receptor 7(Htr7),,,,,,,,27828,335F15R,Mus musculus,"DNA segment, 335F15R (Research Genetics)(335F15R)",,,,,,,,,
29629,None,None,None,,,,,,39751,Notum,Drosophila melanogaster,notum(Notum),,,,,,789,SLC25A20P1,Homo sapiens,solute carrier family 25 member 20 pseudogene 1(SLC25A20P1),,,,,,,,,,,14234,Foxc2,Mus musculus,forkhead box C2(Foxc2),,,,,,,,18791,Plat,Mus musculus,"plasminogen activator, tissue(Plat)",,,,,,,,,
39488,None,None,None,,,,,,40744,Or83c,Drosophila melanogaster,Odorant receptor 83c(Or83c),,,,,,7986,GPDS1,Homo sapiens,glaucoma-related pigment dispersion syndrome 1(GPDS1),,,,,,,,,,,11522,Adh1,Mus musculus,alcohol dehydrogenase 1 (class I)(Adh1),,,,,,,,18792,Plau,Mus musculus,"plasminogen activator, urokinase(Plau)",,,,,,,,,
23290,None,None,None,,,,,,36002,sqa,Drosophila melanogaster,spaghetti-squash activator(sqa),,,,,,5325,PLAGL1,Homo sapiens,PLAG1 like zinc finger 1(PLAGL1),,,,,,,,,,,18711,Pikfyve,Mus musculus,"phosphoinositide kinase, FYVE type zinc finger containing(Pikfyve)",,,,,,,,27826,211N06F,Mus musculus,"DNA segment, 211N06F (Research Genetics)(211N06F)",,,,,,,,,
29589,None,None,None,,,,,,40743,CG15580,Drosophila melanogaster,uncharacterized protein(CG15580),,,,,,5326,PLAGL2,Homo sapiens,PLAG1 like zinc finger 2(PLAGL2),,,,,,,,,,,13821,Epb41l1,Mus musculus,erythrocyte membrane protein band 4.1 like 1(Epb41l1),,,,,,,,13429,Dnm1,Mus musculus,dynamin 1(Dnm1),,,,,,,,,
20632,None,None,None,,,,,,36001,dap,Drosophila melanogaster,dacapo(dap),,,,,,5327,PLAT,Homo sapiens,"plasminogen activator, tissue type(PLAT)",,,,,,,,,,,16782,Lamc2,Mus musculus,"laminin, gamma 2(Lamc2)",,,,,,,,13430,Dnm2,Mus musculus,dynamin 2(Dnm2),,,,,,,,,
38587,None,None,None,,,,,,40741,CtsL3,Drosophila melanogaster,Cathepsin L3(CtsL3),,,,,,7988,ZNF212,Homo sapiens,zinc finger protein 212(ZNF212),,,,,,,,,,,19819,Rnaseh1,Mus musculus,ribonuclease H1(Rnaseh1),,,,,,,,22385,Baz1b,Mus musculus,"bromodomain adjacent to zinc finger domain, 1B(Baz1b)",,,,,,,,,
38625,None,None,None,,,,,,40504,CG33169,Drosophila melanogaster,uncharacterized protein(CG33169),,,,,,5328,PLAU,Homo sapiens,"plasminogen activator, urokinase(PLAU)",,,,,,,,,,,17635,Ms58,Mus musculus,minisatellites detected by probe MMS58(Ms58),,,,,,,,22387,wd,Mus musculus,waddler(wd),,,,,,,,,
31427,None,None,None,,,,,,40745,Gasp,Drosophila melanogaster,gasp(Gasp),,,,,,5329,PLAUR,Homo sapiens,"plasminogen activator, urokinase receptor(PLAUR)",,,,,,,,,,,14129,Fcgr1,Mus musculus,"Fc receptor, IgG, high affinity I(Fcgr1)",,,,,,,,22388,Wdr1,Mus musculus,WD repeat domain 1(Wdr1),,,,,,,,,
24229,None,None,None,,,,,,36249,Tret1-2,Drosophila melanogaster,Trehalose transporter 1-2(Tret1-2),,,,,,790,CAD,Homo sapiens,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)",,,,,,,,,,,29707,Gabra5,Rattus norvegicus,gamma-aminobutyric acid type A receptor subunit alpha 5(Gabra5),,,,,,,,14290,Fpr-rs3,Mus musculus,"formyl peptide receptor, related sequence 3(Fpr-rs3)",,,,,,,,,
39526,None,None,None,,,,,,36006,CG1698,Drosophila melanogaster,uncharacterized protein(CG1698),,,,,,550,AUP1,Homo sapiens,AUP1 lipid droplet regulating VLDL assembly factor(AUP1),,,,,,,,,,,29361,Sox10,Rattus norvegicus,SRY-box transcription factor 10(Sox10),,,,,,,,14291,Fpr-rs4,Mus musculus,"formyl peptide receptor, related sequence 4(Fpr-rs4)",,,,,,,,,
33231,None,None,None,,,,,,36003,trpl,Drosophila melanogaster,transient receptor potential-like(trpl),,,,,,7518,XRCC4,Homo sapiens,X-ray repair cross complementing 4(XRCC4),,,,,,,,,,,24450,Hmgcs2,Rattus norvegicus,3-hydroxy-3-methylglutaryl-CoA synthase 2(Hmgcs2),,,,,,,,18786,Plaa,Mus musculus,"phospholipase A2, activating protein(Plaa)",,,,,,,,,
39486,None,None,None,,,,,,36236,Drip,Drosophila melanogaster,drip(Drip),,,,,,8862,APLN,Homo sapiens,apelin(APLN),,,,,,,,,,,29316,Adora2b,Rattus norvegicus,adenosine A2B receptor(Adora2b),,,,,,,,18787,Serpine1,Mus musculus,"serine (or cysteine) peptidase inhibitor, clade E, member 1(Serpine1)",,,,,,,,,
29587,None,None,None,,,,,,36221,gammaTry,Drosophila melanogaster,gammaTrypsin(gammaTry),,,,,,23650,TRIM29,Homo sapiens,tripartite motif containing 29(TRIM29),,,,,,,,,,,25635,Mc4r,Rattus norvegicus,melanocortin 4 receptor(Mc4r),,,,,,,,11592,ag,Mus musculus,agitans(ag),,,,,,,,,
25991,None,None,None,,,,,,35130,Grip71,Drosophila melanogaster,Grip71(Grip71),,,,,,8886,DDX18,Homo sapiens,DEAD-box helicase 18(DDX18),,,,,,,,,,,,,,,,,,,,,,18788,Serpinb2,Mus musculus,"serine (or cysteine) peptidase inhibitor, clade B, member 2(Serpinb2)",,,,,,,,,
38585,None,None,None,,,,,,33190,Dus1,Drosophila melanogaster,Dihydrouridine synthase 1(Dus1),,,,,,8887,TAX1BP1,Homo sapiens,Tax1 binding protein 1(TAX1BP1),,,,,,,,,,,,,,,,,,,,,,26931,Ppp2r5c,Mus musculus,"protein phosphatase 2, regulatory subunit B', gamma(Ppp2r5c)",,,,,,,,,
8032,None,None,None,,,,,,33191,CG17075,Drosophila melanogaster,uncharacterized protein(CG17075),,,,,,6225,RPS20P3,Homo sapiens,ribosomal protein S20 pseudogene 3(RPS20P3),,,,,,,,,,,,,,,,,,,,,,12531,Cdc25b,Mus musculus,cell division cycle 25B(Cdc25b),,,,,,,,,
30528,None,None,None,,,,,,34289,CG13117,Drosophila melanogaster,uncharacterized protein(CG13117),,,,,,6230,RPS25,Homo sapiens,ribosomal protein S25(RPS25),,,,,,,,,,,,,,,,,,,,,,12532,Cdc25c,Mus musculus,cell division cycle 25C(Cdc25c),,,,,,,,,
35926,None,None,None,,,,,,36224,CG12384,Drosophila melanogaster,uncharacterized protein(CG12384),,,,,,6232,RPS27,Homo sapiens,ribosomal protein S27(RPS27),,,,,,,,,,,,,,,,,,,,,,12530,Cdc25a,Mus musculus,cell division cycle 25A(Cdc25a),,,,,,,,,
13432,None,None,None,,,,,,34045,Tep3,Drosophila melanogaster,Thioester-containing protein 3(Tep3),,,,,,8891,EIF2B3,Homo sapiens,eukaryotic translation initiation factor 2B subunit gamma(EIF2B3),,,,,,,,,,,,,,,,,,,,,,19726,Rfx3,Mus musculus,"regulatory factor X, 3 (influences HLA class II expression)(Rfx3)",,,,,,,,,
33191,None,None,None,,,,,,36694,Trpm,Drosophila melanogaster,"Transient receptor potential cation channel, subfamily M(Trpm)",,,,,,8892,EIF2B2,Homo sapiens,eukaryotic translation initiation factor 2B subunit beta(EIF2B2),,,,,,,,,,,,,,,,,,,,,,19725,Rfx2,Mus musculus,"regulatory factor X, 2 (influences HLA class II expression)(Rfx2)",,,,,,,,,
24189,None,None,None,,,,,,38631,spo,Drosophila melanogaster,spook(spo),,,,,,6231,RPS26,Homo sapiens,ribosomal protein S26(RPS26),,,,,,,,,,,,,,,,,,,,,,19732,Rgl2,Mus musculus,ral guanine nucleotide dissociation stimulator-like 2(Rgl2),,,,,,,,,
1685,None,None,None,,,,,,36217,etaTry,Drosophila melanogaster,etaTrypsin(etaTry),,,,,,9745,ZNF536,Homo sapiens,zinc finger protein 536(ZNF536),,,,,,,,,,,,,,,,,,,,,,14287,Fpgs,Mus musculus,folylpolyglutamyl synthetase(Fpgs),,,,,,,,,
25990,None,None,None,,,,,,33187,CG13693,Drosophila melanogaster,uncharacterized protein(CG13693),,,,,,6227,RPS21,Homo sapiens,ribosomal protein S21(RPS21),,,,,,,,,,,,,,,,,,,,,,22431,Wt1,Mus musculus,WT1 transcription factor(Wt1),,,,,,,,,
13392,None,None,None,,,,,,36696,CG8152,Drosophila melanogaster,uncharacterized protein(CG8152),,,,,,6226,RPS20P4,Homo sapiens,ribosomal protein S20 pseudogene 4(RPS20P4),,,,,,,,,,,,,,,,,,,,,,17886,Myh9,Mus musculus,"myosin, heavy polypeptide 9, non-muscle(Myh9)",,,,,,,,,
32291,None,None,None,,,,,,37305,MED8,Drosophila melanogaster,Mediator complex subunit 8(MED8),,,,,,8888,MCM3AP,Homo sapiens,minichromosome maintenance complex component 3 associated protein(MCM3AP),,,,,,,,,,,,,,,,,,,,,,17888,Myh6,Mus musculus,"myosin, heavy polypeptide 6, cardiac muscle, alpha(Myh6)",,,,,,,,,
41427,None,None,None,,,,,,36458,CG4630,Drosophila melanogaster,uncharacterized protein(CG4630),,,,,,6229,RPS24,Homo sapiens,ribosomal protein S24(RPS24),,,,,,,,,,,,,,,,,,,,,,26926,Aifm1,Mus musculus,"apoptosis-inducing factor, mitochondrion-associated 1(Aifm1)",,,,,,,,,
31426,None,None,None,,,,,,38629,Msr-110,Drosophila melanogaster,Msr-110(Msr-110),,,,,,6228,RPS23,Homo sapiens,ribosomal protein S23(RPS23),,,,,,,,,,,,,,,,,,,,,,26927,Foxl2,Mus musculus,forkhead box L2(Foxl2),,,,,,,,,
22428,None,None,None,,,,,,35107,Pde11,Drosophila melanogaster,Phosphodiesterase 11(Pde11),,,,,,9993,DGCR2,Homo sapiens,DiGeorge syndrome critical region gene 2(DGCR2),,,,,,,,,,,,,,,,,,,,,,20703,Serpina1d,Mus musculus,"serine (or cysteine) peptidase inhibitor, clade A, member 1D(Serpina1d)",,,,,,,,,
35886,None,None,None,,,,,,34017,CG5177,Drosophila melanogaster,uncharacterized protein(CG5177),,,,,,28867,IGKV1OR2-0,Homo sapiens,immunoglobulin kappa variable 1/OR2-0 (non-functional)(IGKV1OR2-0),,,,,,,,,,,,,,,,,,,,,,12526,Cd8b1,Mus musculus,CD8 subunit beta 1(Cd8b1),,,,,,,,,
32331,None,None,None,,,,,,35347,CG9331,Drosophila melanogaster,uncharacterized protein(CG9331),,,,,,28869,IGKV6D-41,Homo sapiens,immunoglobulin kappa variable 6D-41 (non-functional)(IGKV6D-41),,,,,,,,,,,,,,,,,,,,,,12527,Cd9,Mus musculus,CD9 antigen(Cd9),,,,,,,,,
12492,None,None,None,,,,,,35346,CheB38c,Drosophila melanogaster,Chemosensory protein B 38c(CheB38c),,,,,,8672,EIF4G3,Homo sapiens,eukaryotic translation initiation factor 4 gamma 3(EIF4G3),,,,,,,,,,,,,,,,,,,,,,12525,Cd8a,Mus musculus,CD8 subunit alpha(Cd8a),,,,,,,,,
15225,None,None,None,,,,,,35103,grnd,Drosophila melanogaster,grindelwald(grnd),,,,,,4076,CAPRIN1,Homo sapiens,cell cycle associated protein 1(CAPRIN1),,,,,,,,,,,,,,,,,,,,,,18830,Pltp,Mus musculus,phospholipid transfer protein(Pltp),,,,,,,,,
7992,None,None,None,,,,,,35102,CG10283,Drosophila melanogaster,uncharacterized protein(CG10283),,,,,,5172,SLC26A4,Homo sapiens,solute carrier family 26 member 4(SLC26A4),,,,,,,,,,,,,,,,,,,,,,13389,Dll3,Mus musculus,delta like canonical Notch ligand 3(Dll3),,,,,,,,,
4385,None,None,None,,,,,,35344,CG9328,Drosophila melanogaster,uncharacterized protein(CG9328),,,,,,148,ADRA1A,Homo sapiens,adrenoceptor alpha 1A(ADRA1A),,,,,,,,,,,,,,,,,,,,,,13388,Dll1,Mus musculus,delta like canonical Notch ligand 1(Dll1),,,,,,,,,
15230,None,None,None,,,,,,36433,CG13323,Drosophila melanogaster,uncharacterized protein(CG13323),,,,,,9785,DHX38,Homo sapiens,DEAH-box helicase 38(DHX38),,,,,,,,,,,,,,,,,,,,,,13392,Dlx2,Mus musculus,distal-less homeobox 2(Dlx2),,,,,,,,,
19690,None,None,None,,,,,,36678,chn,Drosophila melanogaster,charlatan(chn),,,,,,9788,MTSS1,Homo sapiens,MTSS I-BAR domain containing 1(MTSS1),,,,,,,,,,,,,,,,,,,,,,22427,Wrn,Mus musculus,Werner syndrome RecQ like helicase(Wrn),,,,,,,,,
20625,None,None,None,,,,,,36439,CG13326,Drosophila melanogaster,uncharacterized protein(CG13326),,,,,,7125,TNNC2,Homo sapiens,"troponin C2, fast skeletal type(TNNC2)",,,,,,,,,,,,,,,,,,,,,,22428,Dctn6,Mus musculus,dynactin 6(Dctn6),,,,,,,,,
787,None,None,None,,,,,,34240,CG13108,Drosophila melanogaster,uncharacterized protein(CG13108),,,,,,6036,RNASE2,Homo sapiens,ribonuclease A family member 2(RNASE2),,,,,,,,,,,,,,,,,,,,,,13390,Dlx1,Mus musculus,distal-less homeobox 1(Dlx1),,,,,,,,,
17925,None,None,None,,,,,,33391,CG15382,Drosophila melanogaster,uncharacterized protein(CG15382),,,,,,9789,SPCS2,Homo sapiens,signal peptidase complex subunit 2(SPCS2),,,,,,,,,,,,,,,,,,,,,,19255,Ptpn2,Mus musculus,"protein tyrosine phosphatase, non-receptor type 2(Ptpn2)",,,,,,,,,
27843,None,None,None,,,,,,35574,Rpp25,Drosophila melanogaster,Ribonuclease P/MRP subunit p25(Rpp25),,,,,,7127,TNFAIP2,Homo sapiens,TNF alpha induced protein 2(TNFAIP2),,,,,,,,,,,,,,,,,,,,,,25232,Tyro3,Rattus norvegicus,TYRO3 protein tyrosine kinase(Tyro3),,,,,,,,,
28685,None,None,None,,,,,,32292,CG1640,Drosophila melanogaster,uncharacterized protein(CG1640),,,,,,9786,KIAA0586,Homo sapiens,KIAA0586(KIAA0586),,,,,,,,,,,,,,,,,,,,,,25203,Ccnb1,Rattus norvegicus,cyclin B1(Ccnb1),,,,,,,,,
